Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,state_abbr,lat,lon
"May 31, 2016",Indiana,Fort Wayne,6600 block of Pawawna Drive,0,4,,IN,41.1059598,-85.0571391
"May 30, 2016",Maryland,Baltimore,500 block of East 43rd Street,0,5,,MD,39.3411856,-76.6090597
"May 30, 2016",California,Sacramento,3900 block of 44th,0,5,,CA,38.5394525,-121.4554443
"May 29, 2016",Nevada,Las Vegas,200 block of N 3rd St,0,4,,NV,36.1720387,-115.1413268
"May 29, 2016",New Jersey,Trenton,600 block of Martin Luther King Jr. Boulevard,0,6,,NJ,40.2298219,-74.76321089999999
"May 29, 2016",Indiana,Indianapolis,300 block of South Meridian Street,0,4,,IN,39.7625906,-86.1600739
"May 29, 2016",Texas,Houston,13210 Memorial Dr,2,6,,TX,29.7730265,-95.57413749999999
"May 23, 2016",New Jersey,Newark,102 Isabella Avenue,0,5,,NJ,40.741444,-74.2209361
"May 22, 2016",Louisiana,New Orleans,8639 Apple St,0,4,,LA,29.9616419,-90.1237075
"May 22, 2016",California,Stockton,Poplar and Sutter Streets,1,3,,CA,37.962289,-121.2882889
"May 22, 2016",Tennessee,Nashville,100 block of Rains Avenue,0,4,,TN,36.1401248,-86.76380019999999
"May 21, 2016",Georgia,Jackson,Levi Barnes Road,1,3,,GA,33.2598338,-84.0273833
"May 18, 2016",Indiana,Indianapolis,34th Street and North Keystone Avenue,0,4,,IN,39.8180988,-86.1216714
"May 17, 2016",South Carolina,Ravenel,5360 Savannah Highway,3,1,,SC,32.784928,-80.20370199999999
"May 15, 2016",Indiana,Evansville,420 North Garvin Street,0,4,,IN,37.9815615,-87.55679599999999
"May 15, 2016",Georgia,Moultrie,Rossman Dairy Road,5,0,,GA,31.2123524,-83.8518009
"May 14, 2016",Georgia,Atlanta,Cordova and Peoples Street,0,5,,GA,33.7385222,-84.4204936
"May 14, 2016",West Virginia,Charleston,2337 Washington St W,1,3,,WV,38.3724363,-81.7071612
"May 11, 2016",Alabama,Birmingham,1400 block of 21st St N,1,4,,AL,33.531259,-86.81427099999999
"May 11, 2016",Illinois,Chicago,7100 block of South State Street,0,5,,IL,41.7638514,-87.6249088
"May 8, 2016",Texas,Austin,8600 block of North Lamar,1,3,,TX,30.3545586,-97.70471649999999
"May 6, 2016",Michigan,Detroit,12300 block of Gratiot,1,4,,MI,42.4159689,-82.989651
"May 6, 2016",Alabama,Montgomery,1300 block of Clay Street,1,3,,AL,32.3757177,-86.3332762
"May 6, 2016",Maryland,Bethesda,7101 Democracy Blvd,3,3,,MD,39.0241378,-77.1459998
"May 5, 2016",Louisiana,Shreveport,300 block of North Thomas Drive,2,6,,LA,32.5388509,-93.7634753
"May 5, 2016",Florida,Miami,2108 NW 19th Terrace,1,3,,FL,25.7937372,-80.22733099999999
"May 4, 2016",Minnesota,Minneapolis,16th Avenue North and Newton Avenue North,1,7,,MN,44.99522,-93.30570999999999
"May 1, 2016",Tennessee,Murfreesboro,1955 Old Castle Drive,0,5,,TN,35.8228724,-86.3482616
"April 29, 2016",Missouri,Saint Louis (Ferguson),400 block of N Dade Ave,0,4,,MO,38.7509246,-90.315066
"April 29, 2016",California,Oakland,3200 block of San Pablo Avenue,0,5,,CA,37.822573,-122.2770867
"April 27, 2016",Louisiana,Baton Rouge,4300  Block of Kerrit Dr,2,2,,LA,30.4903259,-91.0871866
"April 27, 2016",Mississippi,Kilmichael,Pecan Drive,3,1,,MS,33.434977,-89.5725856
"April 26, 2016",Maryland,District Heights (Forestville),6500 block of Hil-Mar Drive,1,4,,MD,38.8431713,-76.895417
"April 25, 2016",Tennessee,Nashville,400 Charlotte Avenue,0,4,,TN,36.166494,-86.7814597
"April 25, 2016",Florida,Miami,1506 Northwest 70th Street,0,5,,FL,25.8384093,-80.2233956
"April 24, 2016",Virginia,Halifax,1055 L P Bailey Memorial Hwy,0,5,,VA,36.7767109,-78.9226142
"April 24, 2016",Illinois,Chicago (Englewood),2000 block of West 68th Place,2,3,,IL,41.76955359999999,-87.67387040000001
"April 24, 2016",Colorado,Denver,1400 block of 14th Street,0,4,,CO,39.7480015,-105.0006961
"April 23, 2016",Nevada,Las Vegas,1650 South Hollywood Boulevard,1,3,,NV,36.1526698,-115.025793
"April 23, 2016",Alabama,Auburn,1200 block of Lee Road 83,3,1,,AL,32.5462556,-85.4201221
"April 23, 2016",New York,New York (Manhattan),West 141st Street and Edgecombe Avenue,0,4,,NY,40.8208788,-73.94516340000001
"April 23, 2016",Kansas,Topeka,3732 SW Topeka Blvd,1,4,,KS,38.9989899,-95.6873432
"April 22, 2016",Ohio,Piketon,4077 Union Hill Rd,8,0,,OH,39.0099197,-83.24111169999999
"April 22, 2016",Georgia,Appling,3162 Johnson Drive,6,0,,GA,33.5989259,-82.22454920000001
"April 21, 2016",Maryland,Baltimore,4800 block of Frankford Avenue,0,4,,MD,39.3324723,-76.5450525
"April 19, 2016",Alabama,Blountsville,81551 Us Highway 278,1,4,,AL,34.1599125,-86.4690854
"April 19, 2016",Illinois,Chicago,2700 block of West 53rd Street,1,3,,IL,41.7973737,-87.6914673
"April 19, 2016",Illinois,Chicago,1400 block of West 84th Street,1,4,,IL,41.7413927,-87.6583636
"April 18, 2016",California,Long Beach,1200 block of E. 17th Street,1,3,,CA,33.787858,-118.176051
"April 17, 2016",Pennsylvania,Philadelphia,600 block of Westmoreland Street,3,1,,PA,39.998675,-75.1189
"April 17, 2016",South Carolina,Pelzer,200 block of Eastview Road,1,3,,SC,34.6458888,-82.4371328
"April 17, 2016",Texas,Edinburg,5021 W St Hwy 107,1,6,,TX,26.3100177,-98.22139519999999
"April 16, 2016",Michigan,Detroit,9500 block of Oakland,1,4,,MI,42.3882354,-83.07417769999999
"April 16, 2016",Florida,Orlando,1100 block of Conley Street,2,4,,FL,28.5329354,-81.3935984
"April 16, 2016",Alabama,Enterprise,Baxter Street,0,4,,AL,31.303638,-85.815243
"April 10, 2016",Wisconsin,Milwaukee,76th and Sheridan,1,3,,WI,43.1182611,-88.0058947
"April 10, 2016",California,Los Angeles,84th Street and Towne Avenue,0,4,,CA,33.9628458,-118.2673289
"April 9, 2016",Tennessee,Memphis,Mt Moriah Road and Ridgeway Road,0,4,,TN,35.0724222,-89.8635211
"April 9, 2016",Alabama,Anniston,West 15th Street and Crawford Avenue,0,4,,AL,33.6636468,-85.8501035
"April 9, 2016",New Mexico,Albuquerque,2600 block of Mesa Drive SE,0,4,,NM,35.0557984,-106.6270585
"April 7, 2016",Illinois,Chicago,2200 block of East 70th Place,0,4,,IL,41.7672555,-87.5712641
"March 31, 2016",Illinois,Chicago (Englewood),6800 block of South Throop,0,4,,IL,41.770355,-87.657037
"March 25, 2016",Illinois,Chicago,4500 block of West West End Avenue,0,4,,IL,41.883224,-87.7384804
"March 25, 2016",Colorado,Denver,8501 E. Alameda Avenue,0,4,,CO,39.7085939,-104.8872076
"March 21, 2016",Illinois,Chicago,5700 block of West Washington Boulevard,0,4,,IL,41.88238,-87.768658
"March 19, 2016",Florida,Plantation,12050 NW 4th Court,1,4,,FL,26.1250153,-80.3094284
"March 19, 2016",Alabama,Wetumpka,South Shelby Street,2,2,,AL,32.5382026,-86.213962
"March 15, 2016",Georgia,Atlanta,Donald Lee Hollowell Drive,0,5,,GA,33.776851,-84.4598767
"March 13, 2016",Florida,Fort Myers,50 South Road,0,4,,FL,26.5761675,-81.8689344
"March 12, 2016",Oregon,Portland,16126 S.E. Stark St.,0,4,,OR,45.5184586,-122.4971583
"March 12, 2016",California,Oakland,Interstate 880,0,4,,CA,37.7985649,-122.2747755
"March 11, 2016",Michigan,Detroit,2600 block of Hazelwood,2,2,,MI,42.3714836,-83.1074886
"March 11, 2016",New Jersey,Trenton,Oliver Avenue,0,5,,NJ,40.238568,-74.776994
"March 9, 2016",Pennsylvania,Pittsburgh,1304 Franklin Ave,5,3,,PA,40.4381811,-79.8729304
"March 8, 2016",Texas,San Antonio,Sherman St,2,3,,TX,29.433961,-98.464248
"March 7, 2016",Louisiana,Lafayette,800 block of Martin Luther King Jr. Drive,0,4,,LA,30.2495877,-92.0248041
"March 7, 2016",Kansas,Kansas City,3000 block of South 36th Street,5,0,,KS,39.0475649,-94.6698804
"March 6, 2016",Massachusetts,Chelsea,120 Washington Avenue,1,6,,MA,42.3968909,-71.0319246
"March 6, 2016",Georgia,Roswell,890 Atlanta St,0,4,,GA,34.0228347,-84.36199289999999
"March 6, 2016",California,Compton,900 block of West Victoria Street,1,8,,CA,33.867781,-118.2389731
"March 5, 2016",Kansas,Wichita,116 North Mead,0,4,,KS,37.6867959,-97.32872429999999
"March 4, 2016",Ohio,Columbus,900 E 5th Ave,1,3,,OH,39.9865015,-82.98052249999999
"February 28, 2016",Michigan,Detroit,8800 block of Livernois,0,5,,MI,42.3590683,-83.13790999999999
"February 28, 2016",California,Riverside (Jurupa Valley),5500 block of Etiwanda Avenue,1,3,,CA,33.9882595,-117.5227124
"February 27, 2016",Virginia,Woodbridge (Lake Ridge),13051 Lashmere Ct,2,2,,VA,38.6695947,-77.35359609999999
"February 26, 2016",Washington,Belfair,300 block of Horseshoe Rd.,5,0,,WA,47.5039794,-122.9313403
"February 25, 2016",Kansas,Hesston,200 S Ridge Rd,4,14,,KS,38.1358457,-97.4247848
"February 23, 2016",Arizona,Glendale,4812 West Sunnyside Ave,5,0,,AZ,33.5924086,-112.1627452
"February 23, 2016",Florida,Daytona Beach,1042 Sheridan Road,0,4,,FL,29.209039,-81.044772
"February 21, 2016",Texas,Houston,5100 block of Idaho Street,0,5,,TX,29.6870021,-95.3436883
"February 21, 2016",Missouri,Hazelwood,7217 N Lindbergh Blvd,1,3,,MO,38.7833565,-90.35689479999999
"February 20, 2016",Florida,Tampa,2810 E. Bearss Ave,1,3,,FL,28.0810757,-82.4276378
"February 20, 2016",Michigan,Kalamazoo,5581 Cracker Barrel Blvd,6,2,,MI,42.23649400000001,-85.67474949999999
"February 20, 2016",Alabama,Bessemer,200 block of Elm Street,1,3,,AL,33.3731712,-86.9759704
"February 20, 2016",Florida,Orlando,446 S Parramore Ave,0,4,,FL,28.5366891,-81.3892114
"February 20, 2016",Mississippi,Iuka,231 Co Rd 201,2,3,,MS,34.7542645,-88.1405843
"February 19, 2016",Missouri,Edgerton,4100 block of Buena Vista Road,4,0,,MO,39.4931055,-94.6253658
"February 19, 2016",California,Vallejo,509 Porter Street,1,3,,CA,38.0882818,-122.2454921
"February 14, 2016",Texas,Houston,8449 Gulf Freeway,1,3,,TX,29.672633,-95.26379140000002
"February 14, 2016",Alabama,Eutaw (Union),Earnest Friday Road,0,5,,AL,32.9889817,-87.9094126
"February 13, 2016",Louisiana,Marrero,5425 Lapalco Boulevard,0,4,,LA,29.8748111,-90.1082318
"February 7, 2016",Mississippi,Pass Christian,Davis Avenue,2,4,,MS,30.3225559,-89.2446518
"February 7, 2016",Florida,Orlando,7432 Universal Blvd,2,10,,FL,28.4552969,-81.4650176
"February 7, 2016",New York,Rochester,547 State St,1,7,,NY,43.1642357,-77.6230683
"February 7, 2016",Illinois,Chicago (Englewood),6500 block of South Green Street,0,4,,IL,41.77593710000001,-87.64627209999999
"February 6, 2016",California,Los Angeles,12800 block of Cook Street,1,3,,CA,33.9164169,-118.2706863
"February 6, 2016",Florida,Apopka,10th Street,0,4,,FL,28.6657586,-81.51425300000001
"February 6, 2016",Florida,Tampa,8123 N Nebraska Ave,2,6,,FL,28.021886,-82.4510067
"February 3, 2016",District of Columbia,Washington,1500 block of Butler St. SE,0,4,,,38.8610406,-76.9837149
"January 30, 2016",Arizona,Glendale,67th and Missouri Avenue,3,5,,AZ,33.5165652,-112.2048404
"January 27, 2016",Virginia,Chesapeake,1401 N. George Washington Hwy,6,0,,VA,36.7904881,-76.33019279999999
"January 26, 2016",Washington,Seattle,Airport Way S. and S. Atlantic St.,2,3,,WA,47.5903084,-122.3226381
"January 25, 2016",California,Perris,140 S. D Street,1,4,,CA,33.7846868,-117.2286849
"January 23, 2016",California,Los Angeles,8105 Avalon Blvd,2,2,,CA,33.9653677,-118.2654023
"January 17, 2016",Virginia,Ware Neck (Gloucester Courthouse),Ditchley Road and Gill Lane,1,3,,VA,37.4000818,-76.4373384
"January 11, 2016",Delaware,Wilmington,900 block of Brown Street,1,4,,DE,39.7350736,-75.5672256
"January 8, 2016",District of Columbia,Washington,1700 East Capitol Street Northeast,0,4,,,38.890367,-76.97943839999999
"January 8, 2016",Illinois,Chicago,1500 block of South Kedzie,1,4,,IL,41.8609241,-87.70549600000001
"January 7, 2016",Tennessee,Memphis,3800 block of Kerwood Avenue,1,3,,TN,35.2336271,-89.9362666
"January 6, 2016",Florida,Lakeland,2312 East Magnolia Street,3,1,,FL,28.0505678,-81.9133783
