Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,state_abbr,lat,lon
"September 6, 2018",Ohio,Cincinnati,511 Walnut St,4,2,,OH,39.1017443,-84.5118141
"September 4, 2018",Georgia,Albany,1200 block of Gillespie Ave,0,4,,GA,31.5708823,-84.17959379999999
"September 2, 2018",Arkansas,Fort Smith,801 Garrison Ave,0,4,,AR,35.3862076,-94.42308059999999
"September 2, 2018",Texas,San Antonio,600 block of Morningview St,0,4,,TX,29.4103302,-98.4248945
"September 2, 2018",Alabama,Birmingham,500 23rd St S,0,7,,AL,33.5096117,-86.79747379999999
"September 2, 2018",New Jersey,Paterson,43 12th Ave,2,2,,NJ,40.921729,-74.163699
"September 2, 2018",California,San Bernardino,1277 East Lynwood Drive,0,8,,CA,34.14623,-117.2594167
"September 2, 2018",New Jersey,Trenton,Stuyvesant Ave and Bryn Mawr Ave,0,4,,NJ,40.235268,-74.78204699999999
"September 1, 2018",Ohio,Cleveland,3232 Lakeside Ave East,1,7,,OH,41.51553560000001,-81.67162390000001
"September 1, 2018",Florida,Fort Lauderdale (Lauderhill),5225 NW 24th Ct,1,3,,FL,26.157976,-80.221183
"August 31, 2018",Colorado,Aurora,1900 block of Peoria St,2,3,,CO,39.7456418,-104.846854
"August 27, 2018",Arkansas,Pine Bluff,2600 block of W 34th Ave,1,3,,AR,34.1944225,-92.0292132
"August 26, 2018",Florida,Jacksonville,2 Independent Dr,3,9,,FL,30.3248442,-81.6594975
"August 26, 2018",Texas,Wichita Falls,2400 block of Sheppard Access Rd,1,3,,TX,33.9432514,-98.5137061
"August 25, 2018",Virginia,Richmond,4 N 18th St,0,5,,VA,37.5332835,-77.42750769999999
"August 25, 2018",Tennessee,Nashville,1564 9th Ave N,1,4,,TN,36.1780592,-86.7976719
"August 23, 2018",Pennsylvania,Philadelphia,5800 block of Oakland St,0,4,,PA,40.0286526,-75.0790568
"August 23, 2018",Maryland,Baltimore,1700 block of Homestead St,0,4,,MD,39.32053630000001,-76.5945203
"August 22, 2018",Missouri,Saint Louis,I-64 and Jefferson Ave,0,4,,MO,38.6322556,-90.2192946
"August 21, 2018",Tennessee,Memphis,2119 E Alcy Rd,0,4,,TN,35.0779873,-89.99202629999999
"August 20, 2018",Tennessee,Jackson,60 Heritage Square,1,4,,TN,35.658273,-88.85613289999999
"August 20, 2018",Ohio,Cleveland,E 94th St and Kinsman Rd,1,3,,OH,41.4716683,-81.6201195
"August 19, 2018",Illinois,Chicago,7400 block of S Dante Ave,0,5,,IL,41.7604498,-87.5896513
"August 18, 2018",New York,Bronx,925 Allerton Ave,0,4,,NY,40.8657387,-73.8602861
"August 17, 2018",Illinois,Chicago,1600 block of W 65th St,0,7,,IL,41.7758633,-87.6642494
"August 15, 2018",South Carolina,Greenwood,Mimosa Ct,0,5,,SC,34.212366,-82.0974801
"August 14, 2018",Pennsylvania,Wyncote,1000 S Easton Rd,0,5,,PA,40.0818562,-75.1691657
"August 12, 2018",California,Clearlake,4786 Yarrington Ct,4,1,,CA,38.9487905,-122.6290923
"August 12, 2018",Pennsylvania,Pittsburgh (East Liberty),5600 block of Broad St,0,4,,PA,40.4644451,-79.9300007
"August 11, 2018",Ohio,Columbus,1280 Summit St,0,4,,OH,39.989038,-83.00083269999999
"August 11, 2018",California,San Francisco,Geneva St and Mission St,1,4,,CA,37.716494,-122.4410222
"August 11, 2018",Colorado,Thornton,4050 E 100th Ave,1,3,,CO,39.8771352,-104.9390296
"August 10, 2018",Missouri,Saint Louis,1515 N 13th St,0,4,,MO,38.6416394,-90.1946888
"August 10, 2018",Michigan,Detroit,6300 block of Vinewood St,0,4,,MI,42.3501122,-83.1087311
"August 8, 2018",New Jersey,Paterson,Mercer St and Franklin St,0,4,,NJ,40.9262677,-74.1605273
"August 8, 2018",Pennsylvania,Philadelphia,North 12th Street and West Huntingdon Street,2,4,,PA,39.9918663,-75.1511562
"August 5, 2018",Illinois,Chicago,1 block of N Leclaire Ave,1,4,,IL,41.880421,-87.7526266
"August 5, 2018",Illinois,Chicago,900 block of S Karlov Ave,0,4,,IL,41.8699621,-87.7277836
"August 5, 2018",Illinois,Chicago,1600 block of S Avers Ave,0,4,,IL,41.8588307,-87.7212552
"August 5, 2018",Illinois,Chicago,1300 block of W 76th St,0,8,,IL,41.7560501,-87.65643229999999
"August 5, 2018",Illinois,Chicago,1300 block of S Millard Ave,1,5,,IL,41.864323,-87.716931
"August 4, 2018",Missouri,Kansas City,E 18th St and Highland Ave,0,6,,MO,38.9753176,-94.5684232
"August 4, 2018",Nevada,Las Vegas,3400 block of Coran Ln,0,6,,NV,36.1956662,-115.18468
"August 4, 2018",Illinois,Chicago,1600 block of N Leclaire Ave,1,3,,IL,41.9097575,-87.75269109999999
"August 4, 2018",Wisconsin,Milwaukee,40th St and Vliet St,0,4,,WI,43.0487085,-87.9635904
"July 31, 2018",California,Gardena,1212 West 135th Street,2,3,,CA,33.9090466,-118.2967456
"July 30, 2018",Georgia,Savannah,12328 Largo Dr,0,4,,GA,31.97959029999999,-81.1488421
"July 30, 2018",Illinois,Chicago,1200 block of S Avers Ave,0,4,,IL,41.8662101,-87.7215073
"July 29, 2018",Pennsylvania,York,100 block of E Maple St,0,4,,PA,39.9561677,-76.7222311
"July 29, 2018",Arizona,Phoenix,2501 E Van Buren St,1,4,,AZ,33.4504229,-112.0273652
"July 29, 2018",Michigan,Lansing,Spring and River Street,0,4,,MI,42.7242609,-84.5469967
"July 28, 2018",Louisiana,New Orleans,3400 S Claiborne Ave,3,7,,LA,29.9404978,-90.0977958
"July 28, 2018",California,Los Angeles,8801 S Vermont Ave,2,4,,CA,33.9577156,-118.2920111
"July 27, 2018",Illinois,Chicago,1100 block of S Troy St,0,4,,IL,41.868179,-87.70452019999999
"July 27, 2018",Texas,Robstown,603 East Avenue J,5,0,,TX,27.7994811,-97.659855
"July 26, 2018",Ohio,Cleveland,18416 St Clair Ave,1,6,,OH,41.57204,-81.55006809999999
"July 26, 2018",California,Oakland,73rd Ave and Bancroft Ave,2,2,,CA,37.7662052,-122.1765289
"July 26, 2018",Texas,Dallas,3019 South Blvd,0,6,,TX,32.7728335,-96.7665301
"July 25, 2018",Louisiana,New Orleans,7000 block of Bullard Ave,0,4,,LA,30.0472359,-89.9623647
"July 23, 2018",Illinois,Chicago,6400 block of S May St,0,5,,IL,41.7776799,-87.65359
"July 21, 2018",Maryland,Baltimore,1000 block of Dundalk Ave,0,4,,MD,39.2823865,-76.536856
"July 21, 2018",Illinois,Chicago,3100 block of W Fulton St,2,5,,IL,41.8867864,-87.70399739999999
"July 20, 2018",Washington,Sunnyside,500 block of S 15th St,1,4,,WA,46.3234293,-120.0012438
"July 20, 2018",New Jersey,Elizabeth,323 Irvington Ave,0,4,,NJ,40.6714264,-74.2192525
"July 18, 2018",Oklahoma,Oklahoma City,7201 Melrose Ln,0,4,,OK,35.4718569,-97.6391725
"July 16, 2018",Florida,Palm Beach Gardens (Riviera Beach),2100 block of W 28th St,2,4,,FL,26.7844445,-80.0876479
"July 16, 2018",Pennsylvania,Philadelphia,2100 block of N 4th St,1,4,,PA,39.9826718,-75.1403838
"July 16, 2018",District of Columbia,Washington,300 block of 53rd St NE,1,4,,,38.8940145,-76.9251144
"July 15, 2018",Colorado,Denver,50th Ave and Grant St,0,4,,CO,39.7874225,-104.9840829
"July 15, 2018",Tennessee,Chattanooga,1400 Cowart St,0,5,,TN,35.0382351,-85.3094615
"July 14, 2018",Maryland,Fort Washington,9500 block of Fort Foote Rd,0,4,,MD,38.7589542,-77.0230145
"July 13, 2018",Virginia,Richmond,1401 Roseneath Rd,1,3,,VA,37.569041,-77.4744493
"July 12, 2018",Tennessee,Memphis,3678 Powers Rd,0,5,,TN,35.2253275,-89.9124049
"July 11, 2018",Texas,Houston,9550 Bissonnet St,0,4,,TX,29.6760108,-95.54884930000001
"July 11, 2018",Florida,Reddick,16300 block of NW Gainesville Rd,0,4,,FL,29.3856911,-82.2059167
"July 9, 2018",Delaware,Wilmington,2709 Ferris Rd,5,0,,DE,39.7410277,-75.61788810000002
"July 9, 2018",Florida,Orlando,Southland Blvd and Orange Blossom Trail,1,4,,FL,28.4558115,-81.3993377
"July 8, 2018",Alabama,Brandon,565 US-80,0,6,,AL,32.4204559,-85.69536819999999
"July 8, 2018",Tennessee,Memphis,Mount Moriah Rd and Mendenhall Rd,0,4,,TN,35.0780678,-89.8844101
"July 7, 2018",Alabama,Wetumpka,135 Granite Way,3,2,,AL,32.4714464,-86.12233909999999
"July 5, 2018",New York,Brooklyn,280 Herkimer St,0,4,,NY,40.6789732,-73.9443022
"July 5, 2018",New York,Albany,First St and Lexington Ave,0,4,,NY,42.663191,-73.763452
"July 5, 2018",California,Los Angeles,1600 block of W. 2nd Street,3,3,,CA,34.0613068,-118.2637821
"July 5, 2018",Virginia,Virginia Beach,1800 block of Atlantic Ave,0,6,,VA,36.8464949,-75.9748754
"July 5, 2018",Ohio,Lima,1440 Bellefontaine Ave,1,5,,OH,40.7281084,-84.0766122
"July 4, 2018",Indiana,Gary,3400 block of Pierce St,1,3,,IN,41.55719149999999,-87.35108369999999
"July 4, 2018",Georgia,Atlanta,5456 E Fayetteville Rd,1,3,,GA,33.6064798,-84.4448183
"July 3, 2018",Missouri,Saint Louis,1700 block of Billups Ave,1,5,,MO,38.6565816,-90.2425298
"July 3, 2018",District of Columbia,Washington,1700 block of Benning Rd NE,0,4,,,38.8994838,-76.97916479999999
"July 2, 2018",New York,Buffalo,Grape St,2,2,,NY,42.8999155,-78.8559858
"July 1, 2018",Illinois,Chicago,3400 block of W Walnut Ave,0,6,,IL,41.885696,-87.71130400000001
"June 30, 2018",Georgia,Ashburn,800 Block of W. Washington,1,6,,GA,31.7000331,-83.6697185
"June 30, 2018",Maryland,Baltimore,4000 block of Penhurst Ave,0,6,,MD,39.3387304,-76.6850118
"June 30, 2018",New Jersey,Jersey City,Lexington Ave and John F Kennedy Blvd,0,5,,NJ,40.7180481,-74.07935850000001
"June 28, 2018",Maryland,Annapolis,888 Bestgate Rd,5,0,,MD,38.9942721,-76.5435835
"June 27, 2018",California,Oakland,8901 MacArthur Boulevard,1,3,,CA,37.75620929999999,-122.1618767
"June 27, 2018",Texas,San Antonio,100 block of Holly Street,0,4,,TX,29.5016706,-98.66421799999999
"June 27, 2018",Connecticut,Hartford,124 Hillside Ave,0,4,,CT,41.7496149,-72.6976391
"June 25, 2018",Illinois,Chicago,3900 block of S Vincennes Ave,0,6,,IL,41.8238013,-87.61272989999999
"June 24, 2018",North Carolina,Sanford,109 S Steele St,1,6,,NC,35.480586,-79.17874929999999
"June 24, 2018",Florida,Punta Gorda,2450 Harbour Dr,0,4,,FL,26.9919393,-81.9963169
"June 24, 2018",Florida,Indiantown,17068 SW Palm Beach St,0,4,,FL,27.0248403,-80.48598679999999
"June 24, 2018",Florida,Palm Beach Gardens (Riviera Beach),1200 block of W 35th St,1,3,,FL,26.7907974,-80.07241619999999
"June 24, 2018",Ohio,Sandusky,1504 Milan Rd,0,5,,OH,41.44459,-82.69921699999999
"June 24, 2018",Indiana,Gary,2500 block of Harrison Street,1,3,,IN,41.5732536,-87.34644650000001
"June 23, 2018",Kansas,Wichita,1403 Harding  St,0,4,,KS,37.7085026,-97.2783734
"June 23, 2018",Illinois,Chicago,100 block of East 51st St,1,4,,IL,41.8020928,-87.6223928
"June 23, 2018",Tennessee,Covington,319 N High St,0,4,,TN,35.5679586,-89.6522818
"June 22, 2018",Pennsylvania,Homestead (Munhall),1324 Margaret St,1,3,,PA,40.40400959999999,-79.9029262
"June 21, 2018",California,San Bernardino,279 W Base Line,1,3,,CA,34.1212984,-117.2894375
"June 21, 2018",Louisiana,Morganza,Deaton Ln,0,4,,LA,30.7116816,-91.5558791
"June 21, 2018",Illinois,Chicago,6500 block of S Claremont Ave,0,4,,IL,41.77545689999999,-87.6824788
"June 20, 2018",California,Modesto,2300 block of West Hatch Road,0,5,,CA,37.6073273,-121.0307211
"June 19, 2018",Alabama,Huntsville,905 Lee Dr NW,0,4,,AL,34.731384,-86.60317099999999
"June 18, 2018",Illinois,Bloomington,311 Riley Dr,3,1,,IL,40.491447,-88.9584077
"June 18, 2018",Illinois,Chicago,1300 block of S Loomis St,2,3,,IL,41.8650768,-87.6615465
"June 17, 2018",North Carolina,Charlotte,3215 Queen City Dr,0,4,,NC,35.240173,-80.91892
"June 17, 2018",New Jersey,Trenton,635 S Clinton Ave,1,19,,NJ,40.2103327,-74.75473749999999
"June 17, 2018",Georgia,Macon,325 Edgewood Ln,1,3,,GA,32.8209226,-83.6359547
"June 17, 2018",Illinois,Chicago,2200 block of S Sacramento Ave,0,4,,IL,41.8517842,-87.7003544
"June 14, 2018",Pennsylvania,Philadelphia,400 block of Penn St,0,4,,PA,40.0259161,-75.17621869999999
"June 14, 2018",California,Union City,32992 Mission Blvd,0,5,,CA,37.6099246,-122.0231543
"June 14, 2018",California,Tracy,West 6th Street,1,4,,CA,37.7364166,-121.4334488
"June 14, 2018",New York,Buffalo,Marigold Ave,1,4,,NY,42.934638,-78.8293719
"June 14, 2018",Colorado,Westminster,5150 W 80th Ave,1,3,,CO,39.8414033,-105.0525907
"June 12, 2018",New York,Bronx,W 166th St and  Summit Ave,0,4,,NY,40.8359021,-73.9286999
"June 11, 2018",Alabama,Montgomery,3220 block of Virginia Pines Ln,0,4,,AL,32.3133977,-86.2413969
"June 11, 2018",Florida,Orlando,4932 Eaglesmere Dr,5,1,,FL,28.4899551,-81.4654315
"June 10, 2018",Florida,Bradenton,5627 14th St W,1,5,,FL,27.4412864,-82.574274
"June 10, 2018",California,Valley Village,12719 Tiara St,0,6,,CA,34.1787149,-118.410177
"June 10, 2018",Indiana,Indianapolis (Lawrence),4745 N Richardt Ave,1,4,,IN,39.8426816,-86.0364079
"June 10, 2018",Illinois,Aurora,300 block of W Park Ave,0,7,,IL,41.7643796,-88.3174064
"June 10, 2018",Illinois,Bloomington,1200 block of Orchard Rd,2,2,,IL,40.4903278,-88.950638
"June 10, 2018",Illinois,Chicago,6400 block of S Eberhart Ave,1,5,,IL,41.778389,-87.6132318
"June 9, 2018",Massachusetts,Boston,14 Copeland St,0,4,,MA,42.3221097,-71.0813673
"June 9, 2018",North Carolina,Kannapolis,1709 S Cannon Blvd,0,4,,NC,35.4705489,-80.6096649
"June 9, 2018",Pennsylvania,Philadelphia,2000 block of 20th St,1,4,,PA,39.9259635,-75.1792609
"June 5, 2018",Florida,Jacksonville,Town Center Pkwy,3,1,,FL,30.2619341,-81.5290028
"June 3, 2018",Texas,Dallas,4500 Spring Ave,0,5,,TX,32.7738525,-96.742083
"June 3, 2018",Illinois,Chicago,1200 block of W 73rd Pl,1,3,,IL,41.7605262,-87.6542626
"June 2, 2018",Nebraska,Omaha,S 11th St and Farnam St,1,6,,NE,41.2575674,-95.93054649999999
"June 2, 2018",New York,Buffalo,Strauss Street,0,5,,NY,42.8970259,-78.84118149999999
"May 31, 2018",South Carolina,Timmonsville,544 Chaney Grove Rd,3,2,,SC,34.097969,-79.982924
"May 27, 2018",Louisiana,Shreveport,857 E Stoner Ave,0,4,,LA,32.4999755,-93.7203752
"May 27, 2018",Colorado,Aurora,15373 E 6th Ave,1,3,,CO,39.7262436,-104.8091096
"May 25, 2018",Ohio,Cincinnati,1000 block of Ross Avenue,0,4,,OH,39.112994,-84.57500739999999
"May 20, 2018",Indiana,Anderson,1604 Madison Ave,0,4,,IN,40.0998253,-85.6915717
"May 20, 2018",Mississippi,Hazlehurst,513 Monticello St,1,7,,MS,31.8507338,-90.3879261
"May 18, 2018",Texas,Santa Fe,16000 Hwy 6,10,13,,TX,29.3926941,-95.14199339999999
"May 16, 2018",Texas,Ponder,610 Lone Star Park Ln,5,1,,TX,33.1784626,-97.2855821
"May 14, 2018",Maryland,Baltimore,2020 Etting St,0,4,,MD,39.3073601,-76.63648049999999
"May 13, 2018",California,Stockton,2436 Belleview Street,3,2,,CA,37.928424,-121.2617296
"May 13, 2018",Mississippi,Byhalia,French Rd and Berta Rd,0,4,,MS,34.8554732,-89.6532274
"May 13, 2018",California,Los Angeles,365 W Manchester Avenue,2,2,,CA,33.9606984,-118.2799327
"May 12, 2018",Nebraska,Omaha,3201 Decatur St,0,6,,NE,41.2753617,-95.9599117
"May 12, 2018",New Jersey,Paulsboro,275 W Buck St,0,4,,NJ,39.8298215,-75.24692619999999
"May 11, 2018",Missouri,Saint Louis,4800 block of Farlin Ave,0,4,,MO,38.67689000000001,-90.2437423
"May 11, 2018",Oklahoma,Talihina,2nd St and Dallas St,1,4,,OK,34.7516498,-95.04800200000001
"May 9, 2018",Nebraska,Omaha,Sahler St and N 48th St,0,4,,NE,41.2968726,-95.9854871
"May 9, 2018",Missouri,Saint Louis,5200 block of Minerva Avenue,0,4,,MO,38.661459,-90.26857799999999
"May 7, 2018",California,San Diego,15th St and J St,0,5,,CA,32.7094249,-117.1503537
"May 6, 2018",Oklahoma,Stillwater,2020 East Lakeview Road,0,4,,OK,36.146026,-97.036727
"May 6, 2018",Tennessee,Memphis,499 North Watkins,2,4,,TN,35.1513115,-90.0129305
"May 5, 2018",Georgia,Columbus,4944 Sentry Street,0,5,,GA,32.4451921,-84.9090362
"May 4, 2018",North Carolina,Henderson,519 Hilliard St,0,4,,NC,36.3167576,-78.3974162
"May 4, 2018",Illinois,Chicago Heights,200 block of E 23rd St,0,4,,IL,41.494076,-87.6288749
"May 2, 2018",Illinois,Chicago,3500 block of W Grenshaw St,1,4,,IL,41.8673103,-87.7131452
"May 2, 2018",Minnesota,Minneapolis,2400 block of Ogema Place,0,6,,MN,44.9565803,-93.2445496
"May 2, 2018",New York,Brooklyn,Bristol St,1,4,,NY,40.66228419999999,-73.9107867
"May 1, 2018",Louisiana,New Orleans,3200 block of Saint Claude Ave,0,5,,LA,29.9669553,-90.04238889999999
"April 30, 2018",Florida,Pompano Beach,4251 N Dixie Hwy,0,4,,FL,26.2834195,-80.1116693
"April 30, 2018",District of Columbia,Washington,3600 block of New York Ave NE,0,4,,,38.9169552,-76.95501809999999
