actual,cleared,data_year,offense,ori,state_abbr
93,14,2017,larceny,MA0091400,MA
1,1,2017,motor-vehicle-theft,MA0091400,MA
103,19,2017,property-crime,MA0091400,MA
0,0,2017,rape,MA0091400,MA
0,0,2017,rape-legacy,MA0091400,MA
0,0,2017,robbery,MA0091400,MA
14,10,2017,violent-crime,MA0091400,MA
0,0,2014,aggravated-assault,MAMSP0000,MA
0,0,2014,arson,MAMSP0000,MA
0,0,2014,burglary,MAMSP0000,MA
0,0,2014,homicide,MAMSP0000,MA
0,0,2014,human-trafficing,MAMSP0000,MA
0,0,2014,larceny,MAMSP0000,MA
0,0,2014,motor-vehicle-theft,MAMSP0000,MA
0,0,2014,property-crime,MAMSP0000,MA
0,0,2014,rape,MAMSP0000,MA
0,0,2014,rape-legacy,MAMSP0000,MA
0,0,2014,robbery,MAMSP0000,MA
0,0,2014,violent-crime,MAMSP0000,MA
0,0,2015,aggravated-assault,MAMSP0000,MA
0,0,2015,arson,MAMSP0000,MA
0,0,2015,burglary,MAMSP0000,MA
0,0,2015,homicide,MAMSP0000,MA
0,0,2015,human-trafficing,MAMSP0000,MA
0,0,2015,larceny,MAMSP0000,MA
0,0,2015,motor-vehicle-theft,MAMSP0000,MA
0,0,2015,property-crime,MAMSP0000,MA
0,0,2015,rape,MAMSP0000,MA
0,0,2015,rape-legacy,MAMSP0000,MA
0,0,2015,robbery,MAMSP0000,MA
0,0,2015,violent-crime,MAMSP0000,MA
0,0,2016,aggravated-assault,MAMSP0000,MA
0,0,2016,arson,MAMSP0000,MA
0,0,2016,burglary,MAMSP0000,MA
0,0,2016,homicide,MAMSP0000,MA
0,0,2016,human-trafficing,MAMSP0000,MA
0,0,2016,larceny,MAMSP0000,MA
0,0,2016,motor-vehicle-theft,MAMSP0000,MA
0,0,2016,property-crime,MAMSP0000,MA
0,0,2016,rape,MAMSP0000,MA
0,0,2016,rape-legacy,MAMSP0000,MA
0,0,2016,robbery,MAMSP0000,MA
0,0,2016,violent-crime,MAMSP0000,MA
0,0,2017,aggravated-assault,MAMSP0000,MA
0,0,2017,arson,MAMSP0000,MA
0,0,2017,burglary,MAMSP0000,MA
0,0,2017,homicide,MAMSP0000,MA
0,0,2017,human-trafficing,MAMSP0000,MA
0,0,2017,larceny,MAMSP0000,MA
0,0,2017,motor-vehicle-theft,MAMSP0000,MA
0,0,2017,property-crime,MAMSP0000,MA
0,0,2017,rape,MAMSP0000,MA
0,0,2017,rape-legacy,MAMSP0000,MA
0,0,2017,robbery,MAMSP0000,MA
0,0,2017,violent-crime,MAMSP0000,MA
6,6,2014,aggravated-assault,MA0100100,MA
0,0,2014,arson,MA0100100,MA
61,9,2014,burglary,MA0100100,MA
0,0,2014,homicide,MA0100100,MA
0,0,2014,human-trafficing,MA0100100,MA
228,12,2014,larceny,MA0100100,MA
13,0,2014,motor-vehicle-theft,MA0100100,MA
302,21,2014,property-crime,MA0100100,MA
1,0,2014,rape,MA0100100,MA
0,0,2014,rape-legacy,MA0100100,MA
0,0,2014,robbery,MA0100100,MA
7,6,2014,violent-crime,MA0100100,MA
30,25,2015,aggravated-assault,MA0100100,MA
0,0,2015,arson,MA0100100,MA
28,4,2015,burglary,MA0100100,MA
0,0,2015,homicide,MA0100100,MA
0,0,2015,human-trafficing,MA0100100,MA
202,9,2015,larceny,MA0100100,MA
12,0,2015,motor-vehicle-theft,MA0100100,MA
242,13,2015,property-crime,MA0100100,MA
3,1,2015,rape,MA0100100,MA
0,0,2015,rape-legacy,MA0100100,MA
0,0,2015,robbery,MA0100100,MA
33,26,2015,violent-crime,MA0100100,MA
20,2,2016,aggravated-assault,MA0100100,MA
0,0,2016,arson,MA0100100,MA
51,9,2016,burglary,MA0100100,MA
0,0,2016,homicide,MA0100100,MA
0,0,2016,human-trafficing,MA0100100,MA
249,1,2016,larceny,MA0100100,MA
9,0,2016,motor-vehicle-theft,MA0100100,MA
309,10,2016,property-crime,MA0100100,MA
4,0,2016,rape,MA0100100,MA
0,0,2016,rape-legacy,MA0100100,MA
2,0,2016,robbery,MA0100100,MA
26,2,2016,violent-crime,MA0100100,MA
40,0,2017,aggravated-assault,MA0100100,MA
5,0,2017,arson,MA0100100,MA
34,0,2017,burglary,MA0100100,MA
0,0,2017,homicide,MA0100100,MA
0,0,2017,human-trafficing,MA0100100,MA
213,0,2017,larceny,MA0100100,MA
17,0,2017,motor-vehicle-theft,MA0100100,MA
264,0,2017,property-crime,MA0100100,MA
7,0,2017,rape,MA0100100,MA
0,0,2017,rape-legacy,MA0100100,MA
0,0,2017,robbery,MA0100100,MA
47,0,2017,violent-crime,MA0100100,MA
0,0,2014,aggravated-assault,MA310SP00,MA
0,0,2014,arson,MA310SP00,MA
0,0,2014,burglary,MA310SP00,MA
0,0,2014,homicide,MA310SP00,MA
0,0,2014,human-trafficing,MA310SP00,MA
0,0,2014,larceny,MA310SP00,MA
0,0,2014,motor-vehicle-theft,MA310SP00,MA
0,0,2014,property-crime,MA310SP00,MA
0,0,2014,rape,MA310SP00,MA
0,0,2014,rape-legacy,MA310SP00,MA
0,0,2014,robbery,MA310SP00,MA
0,0,2014,violent-crime,MA310SP00,MA
0,0,2015,aggravated-assault,MA310SP00,MA
0,0,2015,arson,MA310SP00,MA
0,0,2015,burglary,MA310SP00,MA
0,0,2015,homicide,MA310SP00,MA
0,0,2015,human-trafficing,MA310SP00,MA
0,0,2015,larceny,MA310SP00,MA
0,0,2015,motor-vehicle-theft,MA310SP00,MA
0,0,2015,property-crime,MA310SP00,MA
0,0,2015,rape,MA310SP00,MA
0,0,2015,rape-legacy,MA310SP00,MA
0,0,2015,robbery,MA310SP00,MA
0,0,2015,violent-crime,MA310SP00,MA
0,0,2016,aggravated-assault,MA310SP00,MA
0,0,2016,arson,MA310SP00,MA
0,0,2016,burglary,MA310SP00,MA
0,0,2016,homicide,MA310SP00,MA
0,0,2016,human-trafficing,MA310SP00,MA
0,0,2016,larceny,MA310SP00,MA
0,0,2016,motor-vehicle-theft,MA310SP00,MA
0,0,2016,property-crime,MA310SP00,MA
0,0,2016,rape,MA310SP00,MA
0,0,2016,rape-legacy,MA310SP00,MA
0,0,2016,robbery,MA310SP00,MA
0,0,2016,violent-crime,MA310SP00,MA
0,0,2017,aggravated-assault,MA310SP00,MA
0,0,2017,arson,MA310SP00,MA
0,0,2017,burglary,MA310SP00,MA
0,0,2017,homicide,MA310SP00,MA
0,0,2017,human-trafficing,MA310SP00,MA
0,0,2017,larceny,MA310SP00,MA
0,0,2017,motor-vehicle-theft,MA310SP00,MA
0,0,2017,property-crime,MA310SP00,MA
0,0,2017,rape,MA310SP00,MA
0,0,2017,rape-legacy,MA310SP00,MA
0,0,2017,robbery,MA310SP00,MA
0,0,2017,violent-crime,MA310SP00,MA
2,2,2014,aggravated-assault,MA0110100,MA
0,0,2014,arson,MA0110100,MA
19,3,2014,burglary,MA0110100,MA
0,0,2014,homicide,MA0110100,MA
0,0,2014,human-trafficing,MA0110100,MA
112,25,2014,larceny,MA0110100,MA
1,0,2014,motor-vehicle-theft,MA0110100,MA
132,28,2014,property-crime,MA0110100,MA
0,0,2014,rape,MA0110100,MA
0,0,2014,rape-legacy,MA0110100,MA
1,1,2014,robbery,MA0110100,MA
3,3,2014,violent-crime,MA0110100,MA
3,1,2015,aggravated-assault,MA0110100,MA
0,0,2015,arson,MA0110100,MA
11,4,2015,burglary,MA0110100,MA
0,0,2015,homicide,MA0110100,MA
0,0,2015,human-trafficing,MA0110100,MA
106,14,2015,larceny,MA0110100,MA
5,0,2015,motor-vehicle-theft,MA0110100,MA
122,18,2015,property-crime,MA0110100,MA
1,1,2015,rape,MA0110100,MA
0,0,2015,rape-legacy,MA0110100,MA
0,0,2015,robbery,MA0110100,MA
4,2,2015,violent-crime,MA0110100,MA
7,7,2016,aggravated-assault,MA0110100,MA
0,0,2016,arson,MA0110100,MA
23,0,2016,burglary,MA0110100,MA
0,0,2016,homicide,MA0110100,MA
0,0,2016,human-trafficing,MA0110100,MA
154,52,2016,larceny,MA0110100,MA
6,1,2016,motor-vehicle-theft,MA0110100,MA
183,53,2016,property-crime,MA0110100,MA
1,1,2016,rape,MA0110100,MA
0,0,2016,rape-legacy,MA0110100,MA
0,0,2016,robbery,MA0110100,MA
8,8,2016,violent-crime,MA0110100,MA
3,2,2017,aggravated-assault,MA0110100,MA
0,0,2017,arson,MA0110100,MA
7,1,2017,burglary,MA0110100,MA
0,0,2017,homicide,MA0110100,MA
0,0,2017,human-trafficing,MA0110100,MA
49,17,2017,larceny,MA0110100,MA
4,1,2017,motor-vehicle-theft,MA0110100,MA
60,19,2017,property-crime,MA0110100,MA
0,0,2017,rape,MA0110100,MA
0,0,2017,rape-legacy,MA0110100,MA
2,0,2017,robbery,MA0110100,MA
5,2,2017,violent-crime,MA0110100,MA
21,17,2014,aggravated-assault,MA0110200,MA
3,0,2014,arson,MA0110200,MA
50,10,2014,burglary,MA0110200,MA
0,0,2014,homicide,MA0110200,MA
0,0,2014,human-trafficing,MA0110200,MA
207,72,2014,larceny,MA0110200,MA
15,4,2014,motor-vehicle-theft,MA0110200,MA
272,86,2014,property-crime,MA0110200,MA
1,0,2014,rape,MA0110200,MA
0,0,2014,rape-legacy,MA0110200,MA
8,4,2014,robbery,MA0110200,MA
30,21,2014,violent-crime,MA0110200,MA
18,15,2015,aggravated-assault,MA0110200,MA
2,1,2015,arson,MA0110200,MA
34,7,2015,burglary,MA0110200,MA
0,0,2015,homicide,MA0110200,MA
0,0,2015,human-trafficing,MA0110200,MA
265,113,2015,larceny,MA0110200,MA
9,2,2015,motor-vehicle-theft,MA0110200,MA
308,122,2015,property-crime,MA0110200,MA
5,2,2015,rape,MA0110200,MA
0,0,2015,rape-legacy,MA0110200,MA
10,5,2015,robbery,MA0110200,MA
33,22,2015,violent-crime,MA0110200,MA
26,12,2016,aggravated-assault,MA0110200,MA
1,0,2016,arson,MA0110200,MA
26,8,2016,burglary,MA0110200,MA
0,0,2016,homicide,MA0110200,MA
0,0,2016,human-trafficing,MA0110200,MA
278,118,2016,larceny,MA0110200,MA
17,6,2016,motor-vehicle-theft,MA0110200,MA
321,132,2016,property-crime,MA0110200,MA
6,4,2016,rape,MA0110200,MA
0,0,2016,rape-legacy,MA0110200,MA
2,1,2016,robbery,MA0110200,MA
34,17,2016,violent-crime,MA0110200,MA
21,12,2017,aggravated-assault,MA0110200,MA
0,0,2017,arson,MA0110200,MA
17,5,2017,burglary,MA0110200,MA
0,0,2017,homicide,MA0110200,MA
0,0,2017,human-trafficing,MA0110200,MA
238,90,2017,larceny,MA0110200,MA
8,2,2017,motor-vehicle-theft,MA0110200,MA
263,97,2017,property-crime,MA0110200,MA
4,2,2017,rape,MA0110200,MA
0,0,2017,rape-legacy,MA0110200,MA
3,3,2017,robbery,MA0110200,MA
28,17,2017,violent-crime,MA0110200,MA
73,55,2014,aggravated-assault,MA0110300,MA
1,1,2014,arson,MA0110300,MA
97,18,2014,burglary,MA0110300,MA
0,0,2014,homicide,MA0110300,MA
0,0,2014,human-trafficing,MA0110300,MA
675,248,2014,larceny,MA0110300,MA
30,1,2014,motor-vehicle-theft,MA0110300,MA
802,267,2014,property-crime,MA0110300,MA
2,1,2014,rape,MA0110300,MA
0,0,2014,rape-legacy,MA0110300,MA
13,6,2014,robbery,MA0110300,MA
88,62,2014,violent-crime,MA0110300,MA
115,82,2015,aggravated-assault,MA0110300,MA
0,0,2015,arson,MA0110300,MA
92,17,2015,burglary,MA0110300,MA
0,0,2015,homicide,MA0110300,MA
0,0,2015,human-trafficing,MA0110300,MA
539,157,2015,larceny,MA0110300,MA
24,7,2015,motor-vehicle-theft,MA0110300,MA
655,181,2015,property-crime,MA0110300,MA
5,1,2015,rape,MA0110300,MA
0,0,2015,rape-legacy,MA0110300,MA
4,3,2015,robbery,MA0110300,MA
124,86,2015,violent-crime,MA0110300,MA
79,59,2016,aggravated-assault,MA0110300,MA
0,0,2016,arson,MA0110300,MA
48,8,2016,burglary,MA0110300,MA
0,0,2016,homicide,MA0110300,MA
0,0,2016,human-trafficing,MA0110300,MA
568,180,2016,larceny,MA0110300,MA
48,6,2016,motor-vehicle-theft,MA0110300,MA
664,194,2016,property-crime,MA0110300,MA
5,2,2016,rape,MA0110300,MA
0,0,2016,rape-legacy,MA0110300,MA
6,4,2016,robbery,MA0110300,MA
90,65,2016,violent-crime,MA0110300,MA
41,33,2017,aggravated-assault,MA0110300,MA
0,0,2017,arson,MA0110300,MA
45,3,2017,burglary,MA0110300,MA
0,0,2017,homicide,MA0110300,MA
0,0,2017,human-trafficing,MA0110300,MA
584,153,2017,larceny,MA0110300,MA
36,8,2017,motor-vehicle-theft,MA0110300,MA
665,164,2017,property-crime,MA0110300,MA
2,0,2017,rape,MA0110300,MA
0,0,2017,rape-legacy,MA0110300,MA
5,2,2017,robbery,MA0110300,MA
48,35,2017,violent-crime,MA0110300,MA
148,119,2014,aggravated-assault,MA0110400,MA
0,0,2014,arson,MA0110400,MA
93,14,2014,burglary,MA0110400,MA
0,0,2014,homicide,MA0110400,MA
0,0,2014,human-trafficing,MA0110400,MA
663,84,2014,larceny,MA0110400,MA
12,3,2014,motor-vehicle-theft,MA0110400,MA
768,101,2014,property-crime,MA0110400,MA
1,1,2014,rape,MA0110400,MA
0,0,2014,rape-legacy,MA0110400,MA
17,5,2014,robbery,MA0110400,MA
166,125,2014,violent-crime,MA0110400,MA
143,106,2015,aggravated-assault,MA0110400,MA
0,0,2015,arson,MA0110400,MA
136,13,2015,burglary,MA0110400,MA
0,0,2015,homicide,MA0110400,MA
0,0,2015,human-trafficing,MA0110400,MA
648,90,2015,larceny,MA0110400,MA
