actual,cleared,data_year,offense,ori,state_abbr
8,1,2014,rape-legacy,NJ006SP00,NJ
13,6,2014,robbery,NJ006SP00,NJ
78,42,2014,violent-crime,NJ006SP00,NJ
44,28,2015,aggravated-assault,NJ006SP00,NJ
11,2,2015,arson,NJ006SP00,NJ
273,109,2015,burglary,NJ006SP00,NJ
2,0,2015,homicide,NJ006SP00,NJ
0,0,2015,human-trafficing,NJ006SP00,NJ
525,310,2015,larceny,NJ006SP00,NJ
18,7,2015,motor-vehicle-theft,NJ006SP00,NJ
816,426,2015,property-crime,NJ006SP00,NJ
21,0,2015,rape,NJ006SP00,NJ
0,0,2015,rape-legacy,NJ006SP00,NJ
21,9,2015,robbery,NJ006SP00,NJ
88,37,2015,violent-crime,NJ006SP00,NJ
33,21,2016,aggravated-assault,NJ006SP00,NJ
6,0,2016,arson,NJ006SP00,NJ
203,101,2016,burglary,NJ006SP00,NJ
2,2,2016,homicide,NJ006SP00,NJ
0,0,2016,human-trafficing,NJ006SP00,NJ
346,214,2016,larceny,NJ006SP00,NJ
17,9,2016,motor-vehicle-theft,NJ006SP00,NJ
566,324,2016,property-crime,NJ006SP00,NJ
14,5,2016,rape,NJ006SP00,NJ
0,0,2016,rape-legacy,NJ006SP00,NJ
11,2,2016,robbery,NJ006SP00,NJ
60,30,2016,violent-crime,NJ006SP00,NJ
41,29,2017,aggravated-assault,NJ006SP00,NJ
1,1,2017,arson,NJ006SP00,NJ
157,58,2017,burglary,NJ006SP00,NJ
1,0,2017,homicide,NJ006SP00,NJ
0,0,2017,human-trafficing,NJ006SP00,NJ
339,218,2017,larceny,NJ006SP00,NJ
13,5,2017,motor-vehicle-theft,NJ006SP00,NJ
509,281,2017,property-crime,NJ006SP00,NJ
12,6,2017,rape,NJ006SP00,NJ
0,0,2017,rape-legacy,NJ006SP00,NJ
18,4,2017,robbery,NJ006SP00,NJ
72,39,2017,violent-crime,NJ006SP00,NJ
139,91,2014,aggravated-assault,NJ0061400,NJ
5,1,2014,arson,NJ0061400,NJ
450,76,2014,burglary,NJ0061400,NJ
2,0,2014,homicide,NJ0061400,NJ
0,0,2014,human-trafficing,NJ0061400,NJ
1762,577,2014,larceny,NJ0061400,NJ
31,3,2014,motor-vehicle-theft,NJ0061400,NJ
2243,656,2014,property-crime,NJ0061400,NJ
0,0,2014,rape,NJ0061400,NJ
13,7,2014,rape-legacy,NJ0061400,NJ
113,36,2014,robbery,NJ0061400,NJ
267,134,2014,violent-crime,NJ0061400,NJ
189,125,2015,aggravated-assault,NJ0061400,NJ
3,0,2015,arson,NJ0061400,NJ
525,63,2015,burglary,NJ0061400,NJ
7,4,2015,homicide,NJ0061400,NJ
0,0,2015,human-trafficing,NJ0061400,NJ
1966,517,2015,larceny,NJ0061400,NJ
68,5,2015,motor-vehicle-theft,NJ0061400,NJ
2559,585,2015,property-crime,NJ0061400,NJ
32,16,2015,rape,NJ0061400,NJ
0,0,2015,rape-legacy,NJ0061400,NJ
108,35,2015,robbery,NJ0061400,NJ
336,180,2015,violent-crime,NJ0061400,NJ
153,96,2016,aggravated-assault,NJ0061400,NJ
4,3,2016,arson,NJ0061400,NJ
559,77,2016,burglary,NJ0061400,NJ
1,1,2016,homicide,NJ0061400,NJ
0,0,2016,human-trafficing,NJ0061400,NJ
1779,439,2016,larceny,NJ0061400,NJ
74,8,2016,motor-vehicle-theft,NJ0061400,NJ
2412,524,2016,property-crime,NJ0061400,NJ
15,6,2016,rape,NJ0061400,NJ
0,0,2016,rape-legacy,NJ0061400,NJ
128,39,2016,robbery,NJ0061400,NJ
297,142,2016,violent-crime,NJ0061400,NJ
179,99,2017,aggravated-assault,NJ0061400,NJ
12,3,2017,arson,NJ0061400,NJ
472,71,2017,burglary,NJ0061400,NJ
2,1,2017,homicide,NJ0061400,NJ
0,0,2017,human-trafficing,NJ0061400,NJ
1883,445,2017,larceny,NJ0061400,NJ
59,5,2017,motor-vehicle-theft,NJ0061400,NJ
2414,521,2017,property-crime,NJ0061400,NJ
24,17,2017,rape,NJ0061400,NJ
0,0,2017,rape-legacy,NJ0061400,NJ
93,30,2017,robbery,NJ0061400,NJ
298,147,2017,violent-crime,NJ0061400,NJ
33,19,2014,aggravated-assault,NJ0070100,NJ
2,0,2014,arson,NJ0070100,NJ
131,19,2014,burglary,NJ0070100,NJ
2,2,2014,homicide,NJ0070100,NJ
0,0,2014,human-trafficing,NJ0070100,NJ
533,89,2014,larceny,NJ0070100,NJ
167,36,2014,motor-vehicle-theft,NJ0070100,NJ
831,144,2014,property-crime,NJ0070100,NJ
0,0,2014,rape,NJ0070100,NJ
7,1,2014,rape-legacy,NJ0070100,NJ
60,18,2014,robbery,NJ0070100,NJ
102,40,2014,violent-crime,NJ0070100,NJ
33,20,2015,aggravated-assault,NJ0070100,NJ
0,0,2015,arson,NJ0070100,NJ
139,16,2015,burglary,NJ0070100,NJ
2,1,2015,homicide,NJ0070100,NJ
0,0,2015,human-trafficing,NJ0070100,NJ
468,96,2015,larceny,NJ0070100,NJ
108,6,2015,motor-vehicle-theft,NJ0070100,NJ
715,118,2015,property-crime,NJ0070100,NJ
3,0,2015,rape,NJ0070100,NJ
0,0,2015,rape-legacy,NJ0070100,NJ
57,16,2015,robbery,NJ0070100,NJ
95,37,2015,violent-crime,NJ0070100,NJ
27,21,2016,aggravated-assault,NJ0070100,NJ
1,0,2016,arson,NJ0070100,NJ
93,15,2016,burglary,NJ0070100,NJ
0,0,2016,homicide,NJ0070100,NJ
0,0,2016,human-trafficing,NJ0070100,NJ
419,56,2016,larceny,NJ0070100,NJ
88,3,2016,motor-vehicle-theft,NJ0070100,NJ
600,74,2016,property-crime,NJ0070100,NJ
3,0,2016,rape,NJ0070100,NJ
0,0,2016,rape-legacy,NJ0070100,NJ
32,10,2016,robbery,NJ0070100,NJ
62,31,2016,violent-crime,NJ0070100,NJ
38,22,2017,aggravated-assault,NJ0070100,NJ
0,0,2017,arson,NJ0070100,NJ
85,11,2017,burglary,NJ0070100,NJ
0,0,2017,homicide,NJ0070100,NJ
0,0,2017,human-trafficing,NJ0070100,NJ
471,75,2017,larceny,NJ0070100,NJ
91,4,2017,motor-vehicle-theft,NJ0070100,NJ
647,90,2017,property-crime,NJ0070100,NJ
2,0,2017,rape,NJ0070100,NJ
0,0,2017,rape-legacy,NJ0070100,NJ
41,10,2017,robbery,NJ0070100,NJ
81,32,2017,violent-crime,NJ0070100,NJ
23,13,2014,aggravated-assault,NJ0070200,NJ
0,0,2014,arson,NJ0070200,NJ
219,30,2014,burglary,NJ0070200,NJ
0,0,2014,homicide,NJ0070200,NJ
0,0,2014,human-trafficing,NJ0070200,NJ
726,136,2014,larceny,NJ0070200,NJ
170,6,2014,motor-vehicle-theft,NJ0070200,NJ
1115,172,2014,property-crime,NJ0070200,NJ
0,0,2014,rape,NJ0070200,NJ
2,1,2014,rape-legacy,NJ0070200,NJ
73,21,2014,robbery,NJ0070200,NJ
98,35,2014,violent-crime,NJ0070200,NJ
33,5,2015,aggravated-assault,NJ0070200,NJ
1,1,2015,arson,NJ0070200,NJ
106,23,2015,burglary,NJ0070200,NJ
0,0,2015,homicide,NJ0070200,NJ
0,0,2015,human-trafficing,NJ0070200,NJ
604,164,2015,larceny,NJ0070200,NJ
76,1,2015,motor-vehicle-theft,NJ0070200,NJ
786,188,2015,property-crime,NJ0070200,NJ
2,0,2015,rape,NJ0070200,NJ
0,0,2015,rape-legacy,NJ0070200,NJ
59,17,2015,robbery,NJ0070200,NJ
94,22,2015,violent-crime,NJ0070200,NJ
33,11,2016,aggravated-assault,NJ0070200,NJ
0,0,2016,arson,NJ0070200,NJ
78,10,2016,burglary,NJ0070200,NJ
0,0,2016,homicide,NJ0070200,NJ
0,0,2016,human-trafficing,NJ0070200,NJ
625,234,2016,larceny,NJ0070200,NJ
102,3,2016,motor-vehicle-theft,NJ0070200,NJ
805,247,2016,property-crime,NJ0070200,NJ
0,0,2016,rape,NJ0070200,NJ
0,0,2016,rape-legacy,NJ0070200,NJ
31,8,2016,robbery,NJ0070200,NJ
64,19,2016,violent-crime,NJ0070200,NJ
31,16,2017,aggravated-assault,NJ0070200,NJ
1,0,2017,arson,NJ0070200,NJ
82,13,2017,burglary,NJ0070200,NJ
0,0,2017,homicide,NJ0070200,NJ
0,0,2017,human-trafficing,NJ0070200,NJ
619,248,2017,larceny,NJ0070200,NJ
82,1,2017,motor-vehicle-theft,NJ0070200,NJ
783,262,2017,property-crime,NJ0070200,NJ
0,0,2017,rape,NJ0070200,NJ
0,0,2017,rape-legacy,NJ0070200,NJ
26,9,2017,robbery,NJ0070200,NJ
57,25,2017,violent-crime,NJ0070200,NJ
0,0,2014,aggravated-assault,NJ0070300,NJ
0,0,2014,arson,NJ0070300,NJ
10,4,2014,burglary,NJ0070300,NJ
0,0,2014,homicide,NJ0070300,NJ
0,0,2014,human-trafficing,NJ0070300,NJ
48,9,2014,larceny,NJ0070300,NJ
0,0,2014,motor-vehicle-theft,NJ0070300,NJ
58,13,2014,property-crime,NJ0070300,NJ
0,0,2014,rape,NJ0070300,NJ
3,0,2014,rape-legacy,NJ0070300,NJ
1,1,2014,robbery,NJ0070300,NJ
4,1,2014,violent-crime,NJ0070300,NJ
3,3,2015,aggravated-assault,NJ0070300,NJ
0,1,2015,arson,NJ0070300,NJ
10,1,2015,burglary,NJ0070300,NJ
0,0,2015,homicide,NJ0070300,NJ
0,0,2015,human-trafficing,NJ0070300,NJ
28,8,2015,larceny,NJ0070300,NJ
1,0,2015,motor-vehicle-theft,NJ0070300,NJ
39,9,2015,property-crime,NJ0070300,NJ
0,0,2015,rape,NJ0070300,NJ
0,0,2015,rape-legacy,NJ0070300,NJ
1,0,2015,robbery,NJ0070300,NJ
4,3,2015,violent-crime,NJ0070300,NJ
4,4,2016,aggravated-assault,NJ0070300,NJ
0,0,2016,arson,NJ0070300,NJ
7,0,2016,burglary,NJ0070300,NJ
0,0,2016,homicide,NJ0070300,NJ
0,0,2016,human-trafficing,NJ0070300,NJ
23,6,2016,larceny,NJ0070300,NJ
3,0,2016,motor-vehicle-theft,NJ0070300,NJ
33,6,2016,property-crime,NJ0070300,NJ
1,0,2016,rape,NJ0070300,NJ
0,0,2016,rape-legacy,NJ0070300,NJ
1,0,2016,robbery,NJ0070300,NJ
6,4,2016,violent-crime,NJ0070300,NJ
2,0,2017,aggravated-assault,NJ0070300,NJ
0,0,2017,arson,NJ0070300,NJ
9,1,2017,burglary,NJ0070300,NJ
1,1,2017,homicide,NJ0070300,NJ
0,0,2017,human-trafficing,NJ0070300,NJ
43,3,2017,larceny,NJ0070300,NJ
4,2,2017,motor-vehicle-theft,NJ0070300,NJ
56,6,2017,property-crime,NJ0070300,NJ
4,0,2017,rape,NJ0070300,NJ
0,0,2017,rape-legacy,NJ0070300,NJ
1,0,2017,robbery,NJ0070300,NJ
8,1,2017,violent-crime,NJ0070300,NJ
2,2,2014,aggravated-assault,NJ0070500,NJ
0,0,2014,arson,NJ0070500,NJ
19,4,2014,burglary,NJ0070500,NJ
0,0,2014,homicide,NJ0070500,NJ
0,0,2014,human-trafficing,NJ0070500,NJ
53,9,2014,larceny,NJ0070500,NJ
1,0,2014,motor-vehicle-theft,NJ0070500,NJ
73,13,2014,property-crime,NJ0070500,NJ
0,0,2014,rape,NJ0070500,NJ
0,0,2014,rape-legacy,NJ0070500,NJ
0,0,2014,robbery,NJ0070500,NJ
2,2,2014,violent-crime,NJ0070500,NJ
1,1,2015,aggravated-assault,NJ0070500,NJ
0,0,2015,arson,NJ0070500,NJ
18,1,2015,burglary,NJ0070500,NJ
0,0,2015,homicide,NJ0070500,NJ
0,0,2015,human-trafficing,NJ0070500,NJ
87,21,2015,larceny,NJ0070500,NJ
2,0,2015,motor-vehicle-theft,NJ0070500,NJ
107,22,2015,property-crime,NJ0070500,NJ
0,0,2015,rape,NJ0070500,NJ
0,0,2015,rape-legacy,NJ0070500,NJ
1,1,2015,robbery,NJ0070500,NJ
2,2,2015,violent-crime,NJ0070500,NJ
0,0,2016,aggravated-assault,NJ0070500,NJ
0,0,2016,arson,NJ0070500,NJ
18,4,2016,burglary,NJ0070500,NJ
0,0,2016,homicide,NJ0070500,NJ
0,0,2016,human-trafficing,NJ0070500,NJ
75,4,2016,larceny,NJ0070500,NJ
7,1,2016,motor-vehicle-theft,NJ0070500,NJ
100,9,2016,property-crime,NJ0070500,NJ
0,0,2016,rape,NJ0070500,NJ
0,0,2016,rape-legacy,NJ0070500,NJ
3,2,2016,robbery,NJ0070500,NJ
3,2,2016,violent-crime,NJ0070500,NJ
3,3,2017,aggravated-assault,NJ0070500,NJ
0,0,2017,arson,NJ0070500,NJ
21,2,2017,burglary,NJ0070500,NJ
0,0,2017,homicide,NJ0070500,NJ
0,0,2017,human-trafficing,NJ0070500,NJ
64,12,2017,larceny,NJ0070500,NJ
9,0,2017,motor-vehicle-theft,NJ0070500,NJ
94,14,2017,property-crime,NJ0070500,NJ
1,1,2017,rape,NJ0070500,NJ
0,0,2017,rape-legacy,NJ0070500,NJ
0,0,2017,robbery,NJ0070500,NJ
4,4,2017,violent-crime,NJ0070500,NJ
254,206,2014,aggravated-assault,NJ0070600,NJ
14,4,2014,arson,NJ0070600,NJ
311,45,2014,burglary,NJ0070600,NJ
2,2,2014,homicide,NJ0070600,NJ
0,0,2014,human-trafficing,NJ0070600,NJ
550,156,2014,larceny,NJ0070600,NJ
239,3,2014,motor-vehicle-theft,NJ0070600,NJ
1100,204,2014,property-crime,NJ0070600,NJ
0,0,2014,rape,NJ0070600,NJ
15,3,2014,rape-legacy,NJ0070600,NJ
187,147,2014,robbery,NJ0070600,NJ
458,358,2014,violent-crime,NJ0070600,NJ
242,205,2015,aggravated-assault,NJ0070600,NJ
10,4,2015,arson,NJ0070600,NJ
202,30,2015,burglary,NJ0070600,NJ
11,9,2015,homicide,NJ0070600,NJ
0,0,2015,human-trafficing,NJ0070600,NJ
449,83,2015,larceny,NJ0070600,NJ
164,1,2015,motor-vehicle-theft,NJ0070600,NJ
815,114,2015,property-crime,NJ0070600,NJ
25,0,2015,rape,NJ0070600,NJ
0,0,2015,rape-legacy,NJ0070600,NJ
156,116,2015,robbery,NJ0070600,NJ
434,330,2015,violent-crime,NJ0070600,NJ
230,184,2016,aggravated-assault,NJ0070600,NJ
10,4,2016,arson,NJ0070600,NJ
205,32,2016,burglary,NJ0070600,NJ
6,3,2016,homicide,NJ0070600,NJ
0,0,2016,human-trafficing,NJ0070600,NJ
462,118,2016,larceny,NJ0070600,NJ
231,5,2016,motor-vehicle-theft,NJ0070600,NJ
898,155,2016,property-crime,NJ0070600,NJ
22,3,2016,rape,NJ0070600,NJ
0,0,2016,rape-legacy,NJ0070600,NJ
179,93,2016,robbery,NJ0070600,NJ
437,283,2016,violent-crime,NJ0070600,NJ
245,146,2017,aggravated-assault,NJ0070600,NJ
13,5,2017,arson,NJ0070600,NJ
271,22,2017,burglary,NJ0070600,NJ
9,5,2017,homicide,NJ0070600,NJ
0,0,2017,human-trafficing,NJ0070600,NJ
552,114,2017,larceny,NJ0070600,NJ
236,10,2017,motor-vehicle-theft,NJ0070600,NJ
1059,146,2017,property-crime,NJ0070600,NJ
20,1,2017,rape,NJ0070600,NJ
0,0,2017,rape-legacy,NJ0070600,NJ
199,65,2017,robbery,NJ0070600,NJ
473,217,2017,violent-crime,NJ0070600,NJ
1,1,2014,aggravated-assault,NJ0073100,NJ
0,0,2014,arson,NJ0073100,NJ
0,0,2014,burglary,NJ0073100,NJ
0,0,2014,homicide,NJ0073100,NJ
0,0,2014,human-trafficing,NJ0073100,NJ
88,6,2014,larceny,NJ0073100,NJ
0,0,2014,motor-vehicle-theft,NJ0073100,NJ
88,6,2014,property-crime,NJ0073100,NJ
0,0,2014,rape,NJ0073100,NJ
0,0,2014,rape-legacy,NJ0073100,NJ
3,0,2014,robbery,NJ0073100,NJ
4,1,2014,violent-crime,NJ0073100,NJ
2,1,2015,aggravated-assault,NJ0073100,NJ
0,0,2015,arson,NJ0073100,NJ
2,0,2015,burglary,NJ0073100,NJ
0,0,2015,homicide,NJ0073100,NJ
0,0,2015,human-trafficing,NJ0073100,NJ
82,3,2015,larceny,NJ0073100,NJ
2,0,2015,motor-vehicle-theft,NJ0073100,NJ
86,3,2015,property-crime,NJ0073100,NJ
0,0,2015,rape,NJ0073100,NJ
0,0,2015,rape-legacy,NJ0073100,NJ
1,0,2015,robbery,NJ0073100,NJ
3,1,2015,violent-crime,NJ0073100,NJ
0,0,2016,aggravated-assault,NJ0073100,NJ
0,0,2016,arson,NJ0073100,NJ
1,0,2016,burglary,NJ0073100,NJ
0,0,2016,homicide,NJ0073100,NJ
0,0,2016,human-trafficing,NJ0073100,NJ
47,2,2016,larceny,NJ0073100,NJ
0,0,2016,motor-vehicle-theft,NJ0073100,NJ
48,2,2016,property-crime,NJ0073100,NJ
0,0,2016,rape,NJ0073100,NJ
0,0,2016,rape-legacy,NJ0073100,NJ
1,0,2016,robbery,NJ0073100,NJ
1,0,2016,violent-crime,NJ0073100,NJ
2,2,2017,aggravated-assault,NJ0073100,NJ
0,0,2017,arson,NJ0073100,NJ
1,0,2017,burglary,NJ0073100,NJ
0,0,2017,homicide,NJ0073100,NJ
0,0,2017,human-trafficing,NJ0073100,NJ
59,0,2017,larceny,NJ0073100,NJ
0,0,2017,motor-vehicle-theft,NJ0073100,NJ
60,0,2017,property-crime,NJ0073100,NJ
1,0,2017,rape,NJ0073100,NJ
0,0,2017,rape-legacy,NJ0073100,NJ
0,0,2017,robbery,NJ0073100,NJ
3,2,2017,violent-crime,NJ0073100,NJ
0,0,2014,aggravated-assault,NJ0078900,NJ
0,0,2014,arson,NJ0078900,NJ
0,0,2014,burglary,NJ0078900,NJ
0,0,2014,homicide,NJ0078900,NJ
0,0,2014,human-trafficing,NJ0078900,NJ
0,0,2014,larceny,NJ0078900,NJ
0,0,2014,motor-vehicle-theft,NJ0078900,NJ
0,0,2014,property-crime,NJ0078900,NJ
0,0,2014,rape,NJ0078900,NJ
0,0,2014,rape-legacy,NJ0078900,NJ
0,0,2014,robbery,NJ0078900,NJ
0,0,2014,violent-crime,NJ0078900,NJ
0,0,2015,aggravated-assault,NJ0078900,NJ
0,0,2015,arson,NJ0078900,NJ
0,0,2015,burglary,NJ0078900,NJ
0,0,2015,homicide,NJ0078900,NJ
0,0,2015,human-trafficing,NJ0078900,NJ
0,0,2015,larceny,NJ0078900,NJ
0,0,2015,motor-vehicle-theft,NJ0078900,NJ
0,0,2015,property-crime,NJ0078900,NJ
0,0,2015,rape,NJ0078900,NJ
0,0,2015,rape-legacy,NJ0078900,NJ
0,0,2015,robbery,NJ0078900,NJ
0,0,2015,violent-crime,NJ0078900,NJ
0,0,2016,aggravated-assault,NJ0078900,NJ
0,0,2016,arson,NJ0078900,NJ
0,0,2016,burglary,NJ0078900,NJ
0,0,2016,homicide,NJ0078900,NJ
0,0,2016,human-trafficing,NJ0078900,NJ
0,0,2016,larceny,NJ0078900,NJ
0,0,2016,motor-vehicle-theft,NJ0078900,NJ
0,0,2016,property-crime,NJ0078900,NJ
0,0,2016,rape,NJ0078900,NJ
0,0,2016,rape-legacy,NJ0078900,NJ
0,0,2016,robbery,NJ0078900,NJ
0,0,2016,violent-crime,NJ0078900,NJ
0,0,2017,aggravated-assault,NJ0078900,NJ
0,0,2017,arson,NJ0078900,NJ
0,0,2017,burglary,NJ0078900,NJ
0,0,2017,homicide,NJ0078900,NJ
0,0,2017,human-trafficing,NJ0078900,NJ
0,0,2017,larceny,NJ0078900,NJ
0,0,2017,motor-vehicle-theft,NJ0078900,NJ
0,0,2017,property-crime,NJ0078900,NJ
0,0,2017,rape,NJ0078900,NJ
0,0,2017,rape-legacy,NJ0078900,NJ
0,0,2017,robbery,NJ0078900,NJ
0,0,2017,violent-crime,NJ0078900,NJ
61,26,2014,aggravated-assault,NJ0070000,NJ
0,0,2014,arson,NJ0070000,NJ
17,2,2014,burglary,NJ0070000,NJ
0,0,2014,homicide,NJ0070000,NJ
0,0,2014,human-trafficing,NJ0070000,NJ
64,3,2014,larceny,NJ0070000,NJ
5,0,2014,motor-vehicle-theft,NJ0070000,NJ
86,5,2014,property-crime,NJ0070000,NJ
0,0,2014,rape,NJ0070000,NJ
0,0,2014,rape-legacy,NJ0070000,NJ
54,24,2014,robbery,NJ0070000,NJ
115,50,2014,violent-crime,NJ0070000,NJ
50,15,2015,aggravated-assault,NJ0070000,NJ
0,0,2015,arson,NJ0070000,NJ
15,5,2015,burglary,NJ0070000,NJ
0,0,2015,homicide,NJ0070000,NJ
0,0,2015,human-trafficing,NJ0070000,NJ
61,2,2015,larceny,NJ0070000,NJ
1,0,2015,motor-vehicle-theft,NJ0070000,NJ
77,7,2015,property-crime,NJ0070000,NJ
1,0,2015,rape,NJ0070000,NJ
0,0,2015,rape-legacy,NJ0070000,NJ
40,19,2015,robbery,NJ0070000,NJ
91,34,2015,violent-crime,NJ0070000,NJ
48,8,2016,aggravated-assault,NJ0070000,NJ
0,0,2016,arson,NJ0070000,NJ
19,4,2016,burglary,NJ0070000,NJ
1,1,2016,homicide,NJ0070000,NJ
0,0,2016,human-trafficing,NJ0070000,NJ
59,7,2016,larceny,NJ0070000,NJ
1,0,2016,motor-vehicle-theft,NJ0070000,NJ
79,11,2016,property-crime,NJ0070000,NJ
0,0,2016,rape,NJ0070000,NJ
0,0,2016,rape-legacy,NJ0070000,NJ
46,7,2016,robbery,NJ0070000,NJ
95,16,2016,violent-crime,NJ0070000,NJ
43,7,2017,aggravated-assault,NJ0070000,NJ
0,0,2017,arson,NJ0070000,NJ
22,0,2017,burglary,NJ0070000,NJ
0,0,2017,homicide,NJ0070000,NJ
0,0,2017,human-trafficing,NJ0070000,NJ
36,2,2017,larceny,NJ0070000,NJ
0,0,2017,motor-vehicle-theft,NJ0070000,NJ
58,2,2017,property-crime,NJ0070000,NJ
0,0,2017,rape,NJ0070000,NJ
0,0,2017,rape-legacy,NJ0070000,NJ
22,3,2017,robbery,NJ0070000,NJ
65,10,2017,violent-crime,NJ0070000,NJ
0,0,2014,aggravated-assault,NJ0070700,NJ
0,0,2014,arson,NJ0070700,NJ
2,1,2014,burglary,NJ0070700,NJ
0,0,2014,homicide,NJ0070700,NJ
0,0,2014,human-trafficing,NJ0070700,NJ
4,1,2014,larceny,NJ0070700,NJ
0,0,2014,motor-vehicle-theft,NJ0070700,NJ
6,2,2014,property-crime,NJ0070700,NJ
0,0,2014,rape,NJ0070700,NJ
0,0,2014,rape-legacy,NJ0070700,NJ
0,0,2014,robbery,NJ0070700,NJ
0,0,2014,violent-crime,NJ0070700,NJ
1,1,2015,aggravated-assault,NJ0070700,NJ
0,0,2015,arson,NJ0070700,NJ
2,0,2015,burglary,NJ0070700,NJ
0,0,2015,homicide,NJ0070700,NJ
0,0,2015,human-trafficing,NJ0070700,NJ
2,0,2015,larceny,NJ0070700,NJ
5,0,2015,motor-vehicle-theft,NJ0070700,NJ
9,0,2015,property-crime,NJ0070700,NJ
0,0,2015,rape,NJ0070700,NJ
0,0,2015,rape-legacy,NJ0070700,NJ
0,1,2015,robbery,NJ0070700,NJ
1,2,2015,violent-crime,NJ0070700,NJ
0,0,2016,aggravated-assault,NJ0070700,NJ
0,0,2016,arson,NJ0070700,NJ
0,0,2016,burglary,NJ0070700,NJ
0,0,2016,homicide,NJ0070700,NJ
0,0,2016,human-trafficing,NJ0070700,NJ
9,0,2016,larceny,NJ0070700,NJ
3,0,2016,motor-vehicle-theft,NJ0070700,NJ
12,0,2016,property-crime,NJ0070700,NJ
0,0,2016,rape,NJ0070700,NJ
0,0,2016,rape-legacy,NJ0070700,NJ
0,0,2016,robbery,NJ0070700,NJ
0,0,2016,violent-crime,NJ0070700,NJ
0,0,2017,aggravated-assault,NJ0070700,NJ
0,0,2017,arson,NJ0070700,NJ
2,0,2017,burglary,NJ0070700,NJ
0,0,2017,homicide,NJ0070700,NJ
0,0,2017,human-trafficing,NJ0070700,NJ
7,0,2017,larceny,NJ0070700,NJ
4,0,2017,motor-vehicle-theft,NJ0070700,NJ
13,0,2017,property-crime,NJ0070700,NJ
0,0,2017,rape,NJ0070700,NJ
0,0,2017,rape-legacy,NJ0070700,NJ
0,0,2017,robbery,NJ0070700,NJ
0,0,2017,violent-crime,NJ0070700,NJ
6,4,2014,aggravated-assault,NJ0070400,NJ
0,0,2014,arson,NJ0070400,NJ
26,2,2014,burglary,NJ0070400,NJ
0,0,2014,homicide,NJ0070400,NJ
0,0,2014,human-trafficing,NJ0070400,NJ
186,26,2014,larceny,NJ0070400,NJ
14,0,2014,motor-vehicle-theft,NJ0070400,NJ
226,28,2014,property-crime,NJ0070400,NJ
0,0,2014,rape,NJ0070400,NJ
0,0,2014,rape-legacy,NJ0070400,NJ
1,2,2014,robbery,NJ0070400,NJ
7,6,2014,violent-crime,NJ0070400,NJ
2,2,2015,aggravated-assault,NJ0070400,NJ
1,0,2015,arson,NJ0070400,NJ
16,5,2015,burglary,NJ0070400,NJ
