actual,cleared,data_year,offense,ori,state_abbr
0,0,2016,rape-legacy,MA0010300,MA
0,0,2016,robbery,MA0010300,MA
17,14,2016,violent-crime,MA0010300,MA
8,5,2017,aggravated-assault,MA0010300,MA
0,0,2017,arson,MA0010300,MA
22,2,2017,burglary,MA0010300,MA
0,0,2017,homicide,MA0010300,MA
0,0,2017,human-trafficing,MA0010300,MA
76,3,2017,larceny,MA0010300,MA
0,0,2017,motor-vehicle-theft,MA0010300,MA
98,5,2017,property-crime,MA0010300,MA
14,4,2017,rape,MA0010300,MA
0,0,2017,rape-legacy,MA0010300,MA
0,0,2017,robbery,MA0010300,MA
22,9,2017,violent-crime,MA0010300,MA
6,5,2014,aggravated-assault,MA0010400,MA
0,0,2014,arson,MA0010400,MA
22,5,2014,burglary,MA0010400,MA
0,0,2014,homicide,MA0010400,MA
0,0,2014,human-trafficing,MA0010400,MA
94,8,2014,larceny,MA0010400,MA
4,1,2014,motor-vehicle-theft,MA0010400,MA
120,14,2014,property-crime,MA0010400,MA
3,3,2014,rape,MA0010400,MA
0,0,2014,rape-legacy,MA0010400,MA
0,0,2014,robbery,MA0010400,MA
9,8,2014,violent-crime,MA0010400,MA
12,12,2015,aggravated-assault,MA0010400,MA
0,0,2015,arson,MA0010400,MA
46,25,2015,burglary,MA0010400,MA
0,0,2015,homicide,MA0010400,MA
0,0,2015,human-trafficing,MA0010400,MA
96,12,2015,larceny,MA0010400,MA
2,1,2015,motor-vehicle-theft,MA0010400,MA
144,38,2015,property-crime,MA0010400,MA
1,1,2015,rape,MA0010400,MA
0,0,2015,rape-legacy,MA0010400,MA
0,0,2015,robbery,MA0010400,MA
13,13,2015,violent-crime,MA0010400,MA
4,2,2016,aggravated-assault,MA0010400,MA
0,0,2016,arson,MA0010400,MA
13,5,2016,burglary,MA0010400,MA
0,0,2016,homicide,MA0010400,MA
0,0,2016,human-trafficing,MA0010400,MA
61,11,2016,larceny,MA0010400,MA
1,1,2016,motor-vehicle-theft,MA0010400,MA
75,17,2016,property-crime,MA0010400,MA
2,2,2016,rape,MA0010400,MA
0,0,2016,rape-legacy,MA0010400,MA
1,1,2016,robbery,MA0010400,MA
7,5,2016,violent-crime,MA0010400,MA
3,3,2017,aggravated-assault,MA0010400,MA
0,0,2017,arson,MA0010400,MA
8,1,2017,burglary,MA0010400,MA
0,0,2017,homicide,MA0010400,MA
0,0,2017,human-trafficing,MA0010400,MA
81,13,2017,larceny,MA0010400,MA
1,0,2017,motor-vehicle-theft,MA0010400,MA
90,14,2017,property-crime,MA0010400,MA
2,1,2017,rape,MA0010400,MA
0,0,2017,rape-legacy,MA0010400,MA
0,0,2017,robbery,MA0010400,MA
5,4,2017,violent-crime,MA0010400,MA
52,38,2014,aggravated-assault,MA0010500,MA
2,0,2014,arson,MA0010500,MA
114,27,2014,burglary,MA0010500,MA
0,0,2014,homicide,MA0010500,MA
0,0,2014,human-trafficing,MA0010500,MA
237,44,2014,larceny,MA0010500,MA
10,4,2014,motor-vehicle-theft,MA0010500,MA
361,75,2014,property-crime,MA0010500,MA
10,5,2014,rape,MA0010500,MA
0,0,2014,rape-legacy,MA0010500,MA
4,3,2014,robbery,MA0010500,MA
66,46,2014,violent-crime,MA0010500,MA
40,33,2015,aggravated-assault,MA0010500,MA
2,0,2015,arson,MA0010500,MA
86,17,2015,burglary,MA0010500,MA
0,0,2015,homicide,MA0010500,MA
0,0,2015,human-trafficing,MA0010500,MA
223,54,2015,larceny,MA0010500,MA
17,8,2015,motor-vehicle-theft,MA0010500,MA
326,79,2015,property-crime,MA0010500,MA
8,3,2015,rape,MA0010500,MA
0,0,2015,rape-legacy,MA0010500,MA
2,0,2015,robbery,MA0010500,MA
50,36,2015,violent-crime,MA0010500,MA
47,36,2016,aggravated-assault,MA0010500,MA
0,0,2016,arson,MA0010500,MA
76,9,2016,burglary,MA0010500,MA
0,0,2016,homicide,MA0010500,MA
0,0,2016,human-trafficing,MA0010500,MA
228,39,2016,larceny,MA0010500,MA
16,11,2016,motor-vehicle-theft,MA0010500,MA
320,59,2016,property-crime,MA0010500,MA
10,6,2016,rape,MA0010500,MA
0,0,2016,rape-legacy,MA0010500,MA
1,1,2016,robbery,MA0010500,MA
58,43,2016,violent-crime,MA0010500,MA
49,40,2017,aggravated-assault,MA0010500,MA
0,0,2017,arson,MA0010500,MA
86,17,2017,burglary,MA0010500,MA
0,0,2017,homicide,MA0010500,MA
0,0,2017,human-trafficing,MA0010500,MA
191,35,2017,larceny,MA0010500,MA
14,6,2017,motor-vehicle-theft,MA0010500,MA
291,58,2017,property-crime,MA0010500,MA
7,5,2017,rape,MA0010500,MA
0,0,2017,rape-legacy,MA0010500,MA
2,2,2017,robbery,MA0010500,MA
58,47,2017,violent-crime,MA0010500,MA
13,10,2014,aggravated-assault,MA0010600,MA
1,0,2014,arson,MA0010600,MA
16,2,2014,burglary,MA0010600,MA
0,0,2014,homicide,MA0010600,MA
0,0,2014,human-trafficing,MA0010600,MA
67,0,2014,larceny,MA0010600,MA
5,0,2014,motor-vehicle-theft,MA0010600,MA
88,2,2014,property-crime,MA0010600,MA
0,0,2014,rape,MA0010600,MA
0,0,2014,rape-legacy,MA0010600,MA
1,1,2014,robbery,MA0010600,MA
14,11,2014,violent-crime,MA0010600,MA
18,12,2015,aggravated-assault,MA0010600,MA
0,0,2015,arson,MA0010600,MA
7,1,2015,burglary,MA0010600,MA
0,0,2015,homicide,MA0010600,MA
0,0,2015,human-trafficing,MA0010600,MA
55,2,2015,larceny,MA0010600,MA
0,0,2015,motor-vehicle-theft,MA0010600,MA
62,3,2015,property-crime,MA0010600,MA
2,1,2015,rape,MA0010600,MA
0,0,2015,rape-legacy,MA0010600,MA
0,0,2015,robbery,MA0010600,MA
20,13,2015,violent-crime,MA0010600,MA
7,4,2016,aggravated-assault,MA0010600,MA
0,0,2016,arson,MA0010600,MA
8,2,2016,burglary,MA0010600,MA
0,0,2016,homicide,MA0010600,MA
0,0,2016,human-trafficing,MA0010600,MA
46,1,2016,larceny,MA0010600,MA
2,2,2016,motor-vehicle-theft,MA0010600,MA
56,5,2016,property-crime,MA0010600,MA
1,0,2016,rape,MA0010600,MA
0,0,2016,rape-legacy,MA0010600,MA
1,1,2016,robbery,MA0010600,MA
9,5,2016,violent-crime,MA0010600,MA
9,5,2017,aggravated-assault,MA0010600,MA
0,0,2017,arson,MA0010600,MA
4,0,2017,burglary,MA0010600,MA
0,0,2017,homicide,MA0010600,MA
0,0,2017,human-trafficing,MA0010600,MA
46,0,2017,larceny,MA0010600,MA
1,1,2017,motor-vehicle-theft,MA0010600,MA
51,1,2017,property-crime,MA0010600,MA
1,0,2017,rape,MA0010600,MA
0,0,2017,rape-legacy,MA0010600,MA
1,1,2017,robbery,MA0010600,MA
11,6,2017,violent-crime,MA0010600,MA
90,42,2014,aggravated-assault,MA0010700,MA
5,0,2014,arson,MA0010700,MA
386,19,2014,burglary,MA0010700,MA
2,0,2014,homicide,MA0010700,MA
0,0,2014,human-trafficing,MA0010700,MA
347,15,2014,larceny,MA0010700,MA
27,0,2014,motor-vehicle-theft,MA0010700,MA
760,34,2014,property-crime,MA0010700,MA
9,0,2014,rape,MA0010700,MA
0,0,2014,rape-legacy,MA0010700,MA
13,1,2014,robbery,MA0010700,MA
114,43,2014,violent-crime,MA0010700,MA
128,54,2015,aggravated-assault,MA0010700,MA
2,0,2015,arson,MA0010700,MA
245,9,2015,burglary,MA0010700,MA
0,0,2015,homicide,MA0010700,MA
0,0,2015,human-trafficing,MA0010700,MA
343,20,2015,larceny,MA0010700,MA
26,1,2015,motor-vehicle-theft,MA0010700,MA
614,30,2015,property-crime,MA0010700,MA
15,0,2015,rape,MA0010700,MA
0,0,2015,rape-legacy,MA0010700,MA
12,1,2015,robbery,MA0010700,MA
155,55,2015,violent-crime,MA0010700,MA
109,55,2016,aggravated-assault,MA0010700,MA
2,0,2016,arson,MA0010700,MA
267,16,2016,burglary,MA0010700,MA
0,0,2016,homicide,MA0010700,MA
0,0,2016,human-trafficing,MA0010700,MA
322,14,2016,larceny,MA0010700,MA
35,3,2016,motor-vehicle-theft,MA0010700,MA
624,33,2016,property-crime,MA0010700,MA
7,0,2016,rape,MA0010700,MA
0,0,2016,rape-legacy,MA0010700,MA
4,4,2016,robbery,MA0010700,MA
120,59,2016,violent-crime,MA0010700,MA
106,53,2017,aggravated-assault,MA0010700,MA
4,0,2017,arson,MA0010700,MA
190,11,2017,burglary,MA0010700,MA
0,0,2017,homicide,MA0010700,MA
0,0,2017,human-trafficing,MA0010700,MA
246,10,2017,larceny,MA0010700,MA
32,5,2017,motor-vehicle-theft,MA0010700,MA
468,26,2017,property-crime,MA0010700,MA
14,1,2017,rape,MA0010700,MA
0,0,2017,rape-legacy,MA0010700,MA
3,1,2017,robbery,MA0010700,MA
123,55,2017,violent-crime,MA0010700,MA
19,18,2014,aggravated-assault,MA0010800,MA
0,0,2014,arson,MA0010800,MA
91,21,2014,burglary,MA0010800,MA
0,0,2014,homicide,MA0010800,MA
0,0,2014,human-trafficing,MA0010800,MA
112,17,2014,larceny,MA0010800,MA
2,0,2014,motor-vehicle-theft,MA0010800,MA
205,38,2014,property-crime,MA0010800,MA
10,2,2014,rape,MA0010800,MA
0,0,2014,rape-legacy,MA0010800,MA
1,1,2014,robbery,MA0010800,MA
30,21,2014,violent-crime,MA0010800,MA
35,29,2015,aggravated-assault,MA0010800,MA
1,0,2015,arson,MA0010800,MA
68,23,2015,burglary,MA0010800,MA
0,0,2015,homicide,MA0010800,MA
0,0,2015,human-trafficing,MA0010800,MA
109,26,2015,larceny,MA0010800,MA
9,5,2015,motor-vehicle-theft,MA0010800,MA
186,54,2015,property-crime,MA0010800,MA
4,2,2015,rape,MA0010800,MA
0,0,2015,rape-legacy,MA0010800,MA
1,0,2015,robbery,MA0010800,MA
40,31,2015,violent-crime,MA0010800,MA
20,17,2016,aggravated-assault,MA0010800,MA
0,0,2016,arson,MA0010800,MA
49,13,2016,burglary,MA0010800,MA
0,0,2016,homicide,MA0010800,MA
0,0,2016,human-trafficing,MA0010800,MA
97,12,2016,larceny,MA0010800,MA
7,2,2016,motor-vehicle-theft,MA0010800,MA
153,27,2016,property-crime,MA0010800,MA
4,0,2016,rape,MA0010800,MA
0,0,2016,rape-legacy,MA0010800,MA
1,1,2016,robbery,MA0010800,MA
25,18,2016,violent-crime,MA0010800,MA
22,17,2017,aggravated-assault,MA0010800,MA
0,0,2017,arson,MA0010800,MA
58,6,2017,burglary,MA0010800,MA
0,0,2017,homicide,MA0010800,MA
0,0,2017,human-trafficing,MA0010800,MA
88,12,2017,larceny,MA0010800,MA
5,3,2017,motor-vehicle-theft,MA0010800,MA
151,21,2017,property-crime,MA0010800,MA
1,1,2017,rape,MA0010800,MA
0,0,2017,rape-legacy,MA0010800,MA
0,0,2017,robbery,MA0010800,MA
23,18,2017,violent-crime,MA0010800,MA
39,23,2014,aggravated-assault,MA0010900,MA
2,0,2014,arson,MA0010900,MA
34,4,2014,burglary,MA0010900,MA
0,0,2014,homicide,MA0010900,MA
0,0,2014,human-trafficing,MA0010900,MA
193,31,2014,larceny,MA0010900,MA
10,4,2014,motor-vehicle-theft,MA0010900,MA
237,39,2014,property-crime,MA0010900,MA
3,1,2014,rape,MA0010900,MA
0,0,2014,rape-legacy,MA0010900,MA
4,2,2014,robbery,MA0010900,MA
46,26,2014,violent-crime,MA0010900,MA
45,26,2015,aggravated-assault,MA0010900,MA
0,0,2015,arson,MA0010900,MA
33,4,2015,burglary,MA0010900,MA
0,0,2015,homicide,MA0010900,MA
0,0,2015,human-trafficing,MA0010900,MA
176,30,2015,larceny,MA0010900,MA
12,4,2015,motor-vehicle-theft,MA0010900,MA
221,38,2015,property-crime,MA0010900,MA
6,1,2015,rape,MA0010900,MA
0,0,2015,rape-legacy,MA0010900,MA
0,0,2015,robbery,MA0010900,MA
51,27,2015,violent-crime,MA0010900,MA
25,17,2016,aggravated-assault,MA0010900,MA
4,0,2016,arson,MA0010900,MA
26,3,2016,burglary,MA0010900,MA
0,0,2016,homicide,MA0010900,MA
0,0,2016,human-trafficing,MA0010900,MA
111,17,2016,larceny,MA0010900,MA
5,1,2016,motor-vehicle-theft,MA0010900,MA
142,21,2016,property-crime,MA0010900,MA
6,4,2016,rape,MA0010900,MA
0,0,2016,rape-legacy,MA0010900,MA
2,0,2016,robbery,MA0010900,MA
33,21,2016,violent-crime,MA0010900,MA
34,27,2017,aggravated-assault,MA0010900,MA
0,0,2017,arson,MA0010900,MA
18,3,2017,burglary,MA0010900,MA
1,0,2017,homicide,MA0010900,MA
0,0,2017,human-trafficing,MA0010900,MA
157,39,2017,larceny,MA0010900,MA
10,1,2017,motor-vehicle-theft,MA0010900,MA
185,43,2017,property-crime,MA0010900,MA
3,1,2017,rape,MA0010900,MA
0,0,2017,rape-legacy,MA0010900,MA
2,1,2017,robbery,MA0010900,MA
40,29,2017,violent-crime,MA0010900,MA
8,6,2014,aggravated-assault,MA0011000,MA
1,0,2014,arson,MA0011000,MA
17,5,2014,burglary,MA0011000,MA
0,0,2014,homicide,MA0011000,MA
0,0,2014,human-trafficing,MA0011000,MA
96,24,2014,larceny,MA0011000,MA
4,3,2014,motor-vehicle-theft,MA0011000,MA
117,32,2014,property-crime,MA0011000,MA
4,3,2014,rape,MA0011000,MA
0,0,2014,rape-legacy,MA0011000,MA
0,0,2014,robbery,MA0011000,MA
12,9,2014,violent-crime,MA0011000,MA
11,8,2015,aggravated-assault,MA0011000,MA
0,0,2015,arson,MA0011000,MA
27,12,2015,burglary,MA0011000,MA
0,0,2015,homicide,MA0011000,MA
0,0,2015,human-trafficing,MA0011000,MA
84,13,2015,larceny,MA0011000,MA
1,0,2015,motor-vehicle-theft,MA0011000,MA
112,25,2015,property-crime,MA0011000,MA
5,1,2015,rape,MA0011000,MA
0,0,2015,rape-legacy,MA0011000,MA
1,1,2015,robbery,MA0011000,MA
17,10,2015,violent-crime,MA0011000,MA
1,1,2016,aggravated-assault,MA0011000,MA
0,0,2016,arson,MA0011000,MA
14,2,2016,burglary,MA0011000,MA
0,0,2016,homicide,MA0011000,MA
0,0,2016,human-trafficing,MA0011000,MA
100,17,2016,larceny,MA0011000,MA
2,2,2016,motor-vehicle-theft,MA0011000,MA
116,21,2016,property-crime,MA0011000,MA
1,1,2016,rape,MA0011000,MA
0,0,2016,rape-legacy,MA0011000,MA
0,0,2016,robbery,MA0011000,MA
2,2,2016,violent-crime,MA0011000,MA
4,1,2017,aggravated-assault,MA0011000,MA
0,0,2017,arson,MA0011000,MA
21,1,2017,burglary,MA0011000,MA
0,0,2017,homicide,MA0011000,MA
0,0,2017,human-trafficing,MA0011000,MA
48,1,2017,larceny,MA0011000,MA
0,0,2017,motor-vehicle-theft,MA0011000,MA
69,2,2017,property-crime,MA0011000,MA
3,0,2017,rape,MA0011000,MA
0,0,2017,rape-legacy,MA0011000,MA
1,0,2017,robbery,MA0011000,MA
8,1,2017,violent-crime,MA0011000,MA
22,16,2014,aggravated-assault,MA0011100,MA
0,0,2014,arson,MA0011100,MA
19,6,2014,burglary,MA0011100,MA
0,0,2014,homicide,MA0011100,MA
0,0,2014,human-trafficing,MA0011100,MA
71,4,2014,larceny,MA0011100,MA
3,0,2014,motor-vehicle-theft,MA0011100,MA
93,10,2014,property-crime,MA0011100,MA
2,0,2014,rape,MA0011100,MA
0,0,2014,rape-legacy,MA0011100,MA
0,0,2014,robbery,MA0011100,MA
24,16,2014,violent-crime,MA0011100,MA
18,13,2015,aggravated-assault,MA0011100,MA
0,0,2015,arson,MA0011100,MA
10,2,2015,burglary,MA0011100,MA
0,0,2015,homicide,MA0011100,MA
0,0,2015,human-trafficing,MA0011100,MA
65,14,2015,larceny,MA0011100,MA
1,0,2015,motor-vehicle-theft,MA0011100,MA
76,16,2015,property-crime,MA0011100,MA
10,5,2015,rape,MA0011100,MA
0,0,2015,rape-legacy,MA0011100,MA
0,0,2015,robbery,MA0011100,MA
28,18,2015,violent-crime,MA0011100,MA
17,15,2016,aggravated-assault,MA0011100,MA
0,0,2016,arson,MA0011100,MA
20,6,2016,burglary,MA0011100,MA
0,0,2016,homicide,MA0011100,MA
0,0,2016,human-trafficing,MA0011100,MA
81,9,2016,larceny,MA0011100,MA
4,2,2016,motor-vehicle-theft,MA0011100,MA
105,17,2016,property-crime,MA0011100,MA
3,1,2016,rape,MA0011100,MA
0,0,2016,rape-legacy,MA0011100,MA
0,0,2016,robbery,MA0011100,MA
20,16,2016,violent-crime,MA0011100,MA
20,15,2017,aggravated-assault,MA0011100,MA
0,0,2017,arson,MA0011100,MA
12,3,2017,burglary,MA0011100,MA
0,0,2017,homicide,MA0011100,MA
0,0,2017,human-trafficing,MA0011100,MA
111,19,2017,larceny,MA0011100,MA
4,2,2017,motor-vehicle-theft,MA0011100,MA
127,24,2017,property-crime,MA0011100,MA
3,0,2017,rape,MA0011100,MA
0,0,2017,rape-legacy,MA0011100,MA
0,0,2017,robbery,MA0011100,MA
23,15,2017,violent-crime,MA0011100,MA
33,32,2014,aggravated-assault,MA0011200,MA
4,2,2014,arson,MA0011200,MA
57,14,2014,burglary,MA0011200,MA
0,0,2014,homicide,MA0011200,MA
0,0,2014,human-trafficing,MA0011200,MA
125,21,2014,larceny,MA0011200,MA
10,6,2014,motor-vehicle-theft,MA0011200,MA
192,41,2014,property-crime,MA0011200,MA
2,0,2014,rape,MA0011200,MA
0,0,2014,rape-legacy,MA0011200,MA
2,0,2014,robbery,MA0011200,MA
37,32,2014,violent-crime,MA0011200,MA
15,12,2015,aggravated-assault,MA0011200,MA
1,0,2015,arson,MA0011200,MA
40,11,2015,burglary,MA0011200,MA
0,0,2015,homicide,MA0011200,MA
0,0,2015,human-trafficing,MA0011200,MA
116,15,2015,larceny,MA0011200,MA
4,1,2015,motor-vehicle-theft,MA0011200,MA
160,27,2015,property-crime,MA0011200,MA
1,0,2015,rape,MA0011200,MA
0,0,2015,rape-legacy,MA0011200,MA
2,1,2015,robbery,MA0011200,MA
18,13,2015,violent-crime,MA0011200,MA
30,27,2016,aggravated-assault,MA0011200,MA
0,0,2016,arson,MA0011200,MA
29,9,2016,burglary,MA0011200,MA
0,0,2016,homicide,MA0011200,MA
0,0,2016,human-trafficing,MA0011200,MA
115,25,2016,larceny,MA0011200,MA
6,3,2016,motor-vehicle-theft,MA0011200,MA
150,37,2016,property-crime,MA0011200,MA
3,0,2016,rape,MA0011200,MA
0,0,2016,rape-legacy,MA0011200,MA
0,0,2016,robbery,MA0011200,MA
33,27,2016,violent-crime,MA0011200,MA
29,27,2017,aggravated-assault,MA0011200,MA
0,0,2017,arson,MA0011200,MA
30,16,2017,burglary,MA0011200,MA
0,0,2017,homicide,MA0011200,MA
0,0,2017,human-trafficing,MA0011200,MA
117,24,2017,larceny,MA0011200,MA
8,6,2017,motor-vehicle-theft,MA0011200,MA
155,46,2017,property-crime,MA0011200,MA
5,3,2017,rape,MA0011200,MA
0,0,2017,rape-legacy,MA0011200,MA
0,0,2017,robbery,MA0011200,MA
34,30,2017,violent-crime,MA0011200,MA
0,0,2014,aggravated-assault,MA301SP00,MA
0,0,2014,arson,MA301SP00,MA
0,0,2014,burglary,MA301SP00,MA
0,0,2014,homicide,MA301SP00,MA
0,0,2014,human-trafficing,MA301SP00,MA
0,0,2014,larceny,MA301SP00,MA
0,0,2014,motor-vehicle-theft,MA301SP00,MA
0,0,2014,property-crime,MA301SP00,MA
0,0,2014,rape,MA301SP00,MA
0,0,2014,rape-legacy,MA301SP00,MA
0,0,2014,robbery,MA301SP00,MA
0,0,2014,violent-crime,MA301SP00,MA
0,0,2015,aggravated-assault,MA301SP00,MA
0,0,2015,arson,MA301SP00,MA
0,0,2015,burglary,MA301SP00,MA
0,0,2015,homicide,MA301SP00,MA
0,0,2015,human-trafficing,MA301SP00,MA
0,0,2015,larceny,MA301SP00,MA
0,0,2015,motor-vehicle-theft,MA301SP00,MA
0,0,2015,property-crime,MA301SP00,MA
0,0,2015,rape,MA301SP00,MA
0,0,2015,rape-legacy,MA301SP00,MA
0,0,2015,robbery,MA301SP00,MA
0,0,2015,violent-crime,MA301SP00,MA
0,0,2016,aggravated-assault,MA301SP00,MA
0,0,2016,arson,MA301SP00,MA
0,0,2016,burglary,MA301SP00,MA
0,0,2016,homicide,MA301SP00,MA
0,0,2016,human-trafficing,MA301SP00,MA
0,0,2016,larceny,MA301SP00,MA
0,0,2016,motor-vehicle-theft,MA301SP00,MA
0,0,2016,property-crime,MA301SP00,MA
0,0,2016,rape,MA301SP00,MA
0,0,2016,rape-legacy,MA301SP00,MA
0,0,2016,robbery,MA301SP00,MA
0,0,2016,violent-crime,MA301SP00,MA
0,0,2017,aggravated-assault,MA301SP00,MA
0,0,2017,arson,MA301SP00,MA
0,0,2017,burglary,MA301SP00,MA
0,0,2017,homicide,MA301SP00,MA
0,0,2017,human-trafficing,MA301SP00,MA
0,0,2017,larceny,MA301SP00,MA
0,0,2017,motor-vehicle-theft,MA301SP00,MA
0,0,2017,property-crime,MA301SP00,MA
0,0,2017,rape,MA301SP00,MA
0,0,2017,rape-legacy,MA301SP00,MA
0,0,2017,robbery,MA301SP00,MA
0,0,2017,violent-crime,MA301SP00,MA
22,16,2014,aggravated-assault,MA0020100,MA
3,0,2014,arson,MA0020100,MA
37,7,2014,burglary,MA0020100,MA
0,0,2014,homicide,MA0020100,MA
0,0,2014,human-trafficing,MA0020100,MA
78,5,2014,larceny,MA0020100,MA
5,0,2014,motor-vehicle-theft,MA0020100,MA
120,12,2014,property-crime,MA0020100,MA
7,1,2014,rape,MA0020100,MA
0,0,2014,rape-legacy,MA0020100,MA
1,1,2014,robbery,MA0020100,MA
30,18,2014,violent-crime,MA0020100,MA
26,20,2015,aggravated-assault,MA0020100,MA
3,0,2015,arson,MA0020100,MA
33,10,2015,burglary,MA0020100,MA
0,0,2015,homicide,MA0020100,MA
0,0,2015,human-trafficing,MA0020100,MA
110,10,2015,larceny,MA0020100,MA
7,1,2015,motor-vehicle-theft,MA0020100,MA
150,21,2015,property-crime,MA0020100,MA
4,1,2015,rape,MA0020100,MA
0,0,2015,rape-legacy,MA0020100,MA
