aggravated_assault,arson,burglary,homicide,larceny,motor_vehicle_theft,population,property_crime,rape_legacy,rape_revised,robbery,state_abbr,state_id,violent_crime,year
11281,,42485,364,94279,9126,3959000,145890,931,,3895,AL,2,16471,1983
11995,,39970,374,89198,9319,3990000,138487,1002,,3833,AL,2,17204,1984
12250,,40642,379,119992,12619,4468912,173253,1369,,5584,AL,2,19582,2001
12002,,42578,303,123932,13890,4478896,180400,1664,,5962,AL,2,19931,2002
11338,,43245,299,124039,14957,4503726,182241,1656,,6038,AL,2,19331,2003
11286,,44666,254,123650,14024,4525375,182340,1742,,6042,AL,2,19324,2004
11293,,43473,374,120780,13140,4548327,177393,1564,,6447,AL,2,19678,2005
10463,,44780,382,121451,15018,4599030,181249,1646,,7062,AL,2,19553,2006
11417,,45379,412,124465,14238,4627851,184082,1548,,7398,AL,2,20775,2007
11795,,50411,351,126539,13466,4661900,190416,1618,,7346,AL,2,21110,2008
13103,,48844,322,118072,11091,4708708,178007,1504,,6265,AL,2,21194,2009
11869,738.0,42484,275,115564,10780,4785401,168828,1355,,4864,AL,2,18363,2010
13591,795.0,51119,299,111411,10662,4803689,173192,1370,,4906,AL,2,20166,2011
15035,1040.0,47481,342,111523,9874,4817528,168878,1296,,5020,AL,2,21693,2012
13788,761.0,42410,346,108862,10563,4833996,161835,1449,2055.0,4645,AL,2,20834,2013
13744,1245.0,39723,276,104223,10141,4846411,154087,1425,2005.0,4702,AL,2,20727,2014
12686,,41612,396,88108,10395,4021000,140115,1079,,4237,AL,2,18398,1985
18902,703.0,31477,404,99842,12841,4874747,144160,0,2028.0,4217,AL,2,25551,2017
18869,1054.0,34045,407,97498,11716,4860545,143259,1916,1915.0,4687,AL,2,25878,2016
15194,,42821,444,123350,15632,4273000,181803,1397,,7124,AL,2,24159,1996
15626,,43786,426,127616,15407,4319000,186809,1396,,6931,AL,2,24379,1997
14791,,41965,354,120943,14871,4352000,177779,1443,,5698,AL,2,22286,1998
14266,,38648,345,119616,13134,4369862,171398,1513,,5297,AL,2,21421,1999
14107,,40331,329,127399,12809,4447100,180539,1482,,5702,AL,2,21620,2000
17169,,43586,475,120967,14741,4253000,179294,1350,,7900,AL,2,26894,1995
11793,,49531,417,104740,10777,3943000,165048,1026,,4417,AL,2,17653,1982
15960,770.0,35265,348,99182,10338,4853875,144785,1449,2037.0,4612,AL,2,22957,2015
9918,,48517,496,83791,12064,3769000,144372,1037,,4127,AL,2,15578,1979
10551,,58952,509,102029,12210,3861466,173191,1158,,5102,AL,2,17320,1980
11985,,56811,465,105471,11129,3916000,173411,1021,,4952,AL,2,18423,1981
16534,,46974,409,93396,10821,4053000,151191,1150,,4523,AL,2,22616,1986
16735,,48927,380,99260,10731,4083000,158918,1137,,4581,AL,2,22833,1987
16556,,50920,408,103282,11007,4127000,165209,1228,,4860,AL,2,23052,1988
17117,,47224,421,106771,12249,4118000,166244,1276,,5515,AL,2,24329,1989
21039,,44585,467,111336,14053,4040587,169974,1319,,5805,AL,2,28630,1990
26348,,51873,469,118151,14858,4089000,184882,1455,,6246,AL,2,34518,1991
27074,,49053,455,117801,14983,4136000,181837,1704,,6819,AL,2,36052,1992
24044,,45578,484,111878,14142,4187000,171598,1471,,6677,AL,2,32676,1993
19633,,44064,501,119951,14000,4219000,178015,1487,,7223,AL,2,28844,1994
2773,,3787,52,16654,2658,619500,23099,517,,566,AK,1,3908,1999
2540,,3899,27,16838,2350,626932,23087,497,,490,AK,1,3554,2000
2681,,3847,39,16695,2618,633630,23160,501,,514,AK,1,3735,2001
2594,,3908,33,17739,2471,641482,24118,511,,489,AK,1,3627,2002
2787,,3874,39,18051,2461,648280,24386,605,,446,AK,1,3877,2003
3117,,3773,37,16159,2240,657755,22172,558,,447,AK,1,4159,2004
3087,,4131,32,17249,2595,663253,23975,538,,537,AK,1,4194,2005
3462,,4155,36,17284,2536,670053,23975,512,,600,AK,1,4610,2006
3351,,3734,43,16929,2433,683478,23096,545,,581,AK,1,4520,2007
3356,,3237,27,15225,1628,686293,20090,447,,645,AK,1,4475,2008
3235,,3600,22,15251,1687,698473,20538,513,,654,AK,1,4424,2009
3379,178.0,3105,31,15535,1619,714146,20259,533,,594,AK,1,4537,2010
3374,222.0,2852,30,14854,1388,723860,19094,436,,576,AK,1,4416,2011
3169,187.0,2950,30,15565,1522,730307,20037,583,,630,AK,1,4412,2012
3264,,5118,45,20557,2992,607000,28667,398,,710,AK,1,4417,1996
3165,,4276,54,20780,2784,609000,27840,403,,648,AK,1,4270,1997
3021,,4098,41,18611,2607,614000,25316,421,,532,AK,1,4015,1998
4257,139.0,4171,62,17775,4258,739795,26204,0,863.0,951,AK,1,6133,2017
4011,144.0,4053,52,17766,3057,741522,24876,1053,1053.0,850,AK,1,5966,2016
3179,,5055,55,21891,3151,604000,30097,485,,937,AK,1,4656,1995
3671,182.0,3511,59,15249,2046,737709,20806,648,900.0,761,AK,1,5391,2015
3127,154.0,2917,34,16599,1695,737259,21211,657,925.0,623,AK,1,4709,2013
3243,145.0,3150,41,15445,1739,737046,20334,553,771.0,629,AK,1,4684,2014
1203,,5616,54,15076,2501,406000,23193,292,,445,AK,1,1994,1979
1270,,5545,39,14916,2469,440142,22930,250,,360,AK,1,1919,1980
1584,,5479,60,16310,2845,412000,24634,421,,472,AK,1,2537,1981
1691,,5204,81,16672,2603,438000,24479,374,,586,AK,1,2732,1982
1923,,5720,66,17085,3084,479000,25889,486,,465,AK,1,2940,1983
2045,,6184,58,18140,3144,500000,27468,458,,547,AK,1,3108,1984
2094,,6209,51,18220,3159,521000,27588,402,,484,AK,1,3031,1985
2142,,6204,46,20879,3224,534000,30307,388,,470,AK,1,3046,1986
1613,,5093,53,18195,2553,525000,25841,341,,384,AK,1,2391,1987
1983,,4321,29,15911,2334,513000,22566,296,,374,AK,1,2682,1988
1946,,4358,42,15811,2398,527000,22567,279,,356,AK,1,2623,1989
2021,,4919,41,17428,3110,550043,25457,401,,422,AK,1,2885,1990
2289,,5582,42,20375,3043,570000,29000,523,,645,AK,1,3499,1991
2614,,5170,44,20728,2918,587000,28816,579,,640,AK,1,3877,1992
3268,,4893,54,21201,2701,599000,28795,502,,733,AK,1,4557,1993
3302,,4848,38,21824,3275,606000,29947,418,,886,AK,1,4644,1994
18776,,55630,377,188300,41034,4428000,284964,1381,,7429,AZ,5,27963,1996
18997,,60077,375,195045,44201,4555000,299323,1492,,7547,AZ,5,28411,1997
17442,,56473,376,183137,40391,4669000,280001,1451,,7715,AZ,5,26984,1998
17279,,49423,384,167731,38247,4778332,255401,1383,,7288,AZ,5,26334,1999
17841,,51902,359,176705,43204,5130632,271811,1577,,7504,AZ,5,27281,2000
17889,,54821,400,186850,52203,5306966,293874,1518,,8868,AZ,5,28675,2001
20176,,59087,387,201541,57668,5441125,318296,1608,,8000,AZ,5,30171,2002
18722,,58613,441,198725,56997,5579222,314335,1856,,7619,AZ,5,28638,2003
18921,,56885,414,179012,55306,5739879,291203,1896,,7721,AZ,5,28952,2004
19448,,56328,445,176112,54905,5953007,287345,2006,,8579,AZ,5,30478,2005
20983,,59418,533,178321,56650,6166318,294389,2449,,9491,AZ,5,33456,2006
20170,,59988,548,177076,50244,6338755,287308,2353,,9764,AZ,5,32835,2007
19096,,58606,462,169460,38587,6500180,266653,2200,,9809,AZ,5,31567,2008
17270,,54308,380,155976,26437,6595778,236721,2279,,8199,AZ,5,28128,2009
16976,1830.0,50932,408,154137,21733,6413158,226802,2191,,6953,AZ,5,26528,2010
16748,1745.0,54695,397,155400,19801,6467315,229896,2499,,7145,AZ,5,26789,2011
18054,1957.0,52911,358,159808,18982,6551149,231701,2282,,7383,AZ,5,28077,2012
8912,,53861,236,124723,10577,2860000,189161,1100,,4537,AZ,5,14785,1982
12820,,59585,254,135720,12286,3187000,207591,1458,,4670,AZ,5,19202,1985
17391,1748.0,48292,355,158036,16966,6634997,223294,2344,3174.0,6656,AZ,5,27576,2013
16614,1764.0,43412,311,152683,17311,6728783,213406,2356,3272.0,6225,AZ,5,26422,2014
14489,,63278,307,143845,13892,3317000,221015,1425,,5614,AZ,5,21835,1986
14406,,55059,253,153296,14308,3386000,222663,1396,,4687,AZ,5,20742,1987
14758,,54773,294,167121,15914,3466000,237808,1345,,4750,AZ,5,21147,1988
14853,,59284,237,181574,24426,3556000,265284,1286,,4944,AZ,5,21320,1989
24207,1183.0,37627,416,147830,19058,7016270,204515,0,3581.0,7440,AZ,5,35644,2017
21804,1144.0,38216,389,150618,18483,6908642,207317,3290,3304.0,7045,AZ,5,32542,2016
8884,,48916,219,116976,12085,2450000,177977,1120,,4305,AZ,5,14528,1979
10909,,58527,279,132814,12852,2715357,204193,1227,,5258,AZ,5,17673,1980
16230,,61206,284,172375,31648,3665228,265229,1500,,5897,AZ,5,23911,1990
17056,,60281,291,159987,32291,3750000,252559,1590,,6215,AZ,5,25152,1991
20161,,60157,426,190649,43467,4075000,294273,1465,,6601,AZ,5,28653,1994
20909,,59762,439,207763,48830,4218000,316355,1418,,7329,AZ,5,30095,1995
18193,1190.0,38010,306,152388,16786,6817565,207184,2268,3109.0,6360,AZ,5,27968,2015
9830,,57655,227,127469,11451,2793000,196575,1064,,4961,AZ,5,16082,1981
9265,,49440,213,114721,10579,2963000,174740,1241,,3923,AZ,5,14642,1983
10199,,52327,238,118604,11739,3053000,182670,1316,,4003,AZ,5,15756,1984
17880,,54095,312,158053,31481,3832000,243629,1647,,5867,AZ,5,25706,1992
19903,,57684,339,172689,33998,3936000,264371,1488,,6412,AZ,5,28142,1993
9032,,23925,219,73010,7855,2510000,104790,1046,,2864,AR,3,13161,1996
9131,,25568,250,72253,7938,2523000,105759,1098,,2814,AR,3,13293,1997
12425,534.0,21862,258,63374,7253,3004279,92489,0,2053.0,1935,AR,3,16671,2017
5565,,21457,198,45267,4225,2180000,70949,595,,1626,AR,3,7984,1979
8906,,23559,201,65525,7187,2538000,96271,893,,2442,AR,3,12442,1998
7971,,21692,143,63927,6664,2551373,92283,710,,2024,AR,3,10848,1999
8887,,21443,168,69740,6932,2673400,98115,848,,2001,AR,3,11904,2000
8969,,22196,148,69590,7320,2694698,99106,892,,2181,AR,3,12190,2001
8081,,23229,142,71129,6813,2706268,101171,754,,2524,AR,3,11501,2002
9131,,25016,180,68061,6007,2727774,99084,911,,2227,AR,3,12449,2003
10083,,30151,176,74242,6518,2750000,110911,1183,,2372,AR,3,13814,2004
10747,,30118,189,75510,7286,2775708,112914,1202,,2532,AR,3,14670,2005
11259,,31864,205,72646,7515,2810872,112025,1325,,2749,AR,3,15538,2006
10629,,32035,198,73096,6999,2834797,112130,1294,,3105,AR,3,15226,2007
10244,,33912,165,69905,6543,2855390,110360,1463,,2777,AR,3,14649,2008
10772,,34753,179,68228,6097,2889450,109078,1378,,2576,AR,3,14905,2009
10887,636.0,32463,134,65796,5561,2921588,103820,1321,,2369,AR,3,14711,2010
10426,612.0,34016,160,70645,5769,2938582,110430,1230,,2357,AR,3,14173,2011
10134,561.0,32673,174,70982,5734,2949828,109389,1233,,2310,AR,3,13851,2012
12007,541.0,23814,217,67091,7187,2988231,98092,2143,2214.0,2125,AR,3,16563,2016
9435,,24763,259,69935,8082,2484000,102780,925,,3122,AR,3,13741,1995
11455,487.0,22851,189,68720,5820,2977853,97391,1425,2008.0,2117,AR,3,15769,2015
9796,517.0,30369,158,70430,5678,2958765,106477,1135,1490.0,2261,AR,3,13705,2013
10220,453.0,24816,175,69001,5635,2966835,99452,1291,1816.0,2037,AR,3,14248,2014
4989,,25559,210,49558,4273,2284037,79390,609,,1848,AR,3,7656,1980
4557,,24732,209,50959,4281,2294000,79972,577,,1776,AR,3,7119,1981
4824,,24547,187,52450,4262,2291000,81259,622,,1805,AR,3,7438,1982
4552,,22380,178,48140,4043,2328000,74563,586,,1614,AR,3,6930,1983
5089,,20810,176,46807,3937,2349000,71554,697,,1587,AR,3,7549,1984
5709,,22207,187,49957,4208,2359000,76372,686,,1617,AR,3,8199,1985
6598,,24429,191,54677,4623,2372000,83729,686,,1890,AR,3,9365,1986
6988,,25743,182,60862,4932,2388000,91537,779,,1890,AR,3,9839,1987
7209,,26443,211,60363,5156,2422000,91962,780,,2037,AR,3,10237,1988
7610,,28738,203,63084,6391,2406000,98213,924,,2660,AR,3,11397,1989
8590,,28464,241,66630,6803,2350725,101897,1019,,2661,AR,3,12511,1990
9533,,29093,264,71487,8097,2372000,108677,1058,,3217,AR,3,14072,1991
9571,,26214,259,66288,7900,2399000,100402,990,,3011,AR,3,13831,1992
10079,,26646,247,67767,7818,2424000,102231,1028,,3027,AR,3,14381,1993
10118,,26911,294,68478,7726,2453000,103115,1028,,3158,AR,3,14598,1994
104375,7766.0,188304,1930,637010,176756,39296476,1002070,13702,13702.0,54789,CA,6,174796,2016
100156,,230198,1972,615402,163833,36961664,1009433,8713,,64093,CA,6,174934,2009
95877,7865.0,228857,1809,600558,152524,37338198,981939,8331,,58116,CA,6,164133,2010
91195,7200.0,230075,1792,596905,146842,37683933,973822,7665,,54291,CA,6,154943,2011
94702,7411.0,245767,1884,635090,168608,37999878,1049465,7837,,56521,CA,6,160944,2012
104454,8648.0,176690,1830,642033,168391,39536653,987114,0,14721.0,56622,CA,6,177627,2017
89029,7458.0,232058,1746,621557,165292,38431393,1018907,7464,10324.0,53640,CA,6,154739,2013
91804,7147.0,202669,1700,592673,151851,38792291,947193,8389,11578.0,48681,CA,6,153763,2014
167614,,312212,2916,830457,242466,31878000,1385135,10244,,94222,CA,6,274996,1996
163346,,299240,2579,784405,228722,32268000,1312367,10189,,81468,CA,6,257582,1997
149148,,269012,2171,724262,195517,32667000,1188791,9782,,68782,CA,6,229883,1998
136472,,223814,2005,660991,168480,33145121,1053285,9363,,60039,CA,6,207879,1999
138418,,222293,2079,651855,182035,33871648,1056183,9785,,60249,CA,6,210531,2000
136087,,232273,2206,697739,204177,34600463,1134189,9960,,64614,CA,6,212867,2001
130827,,238428,2395,715692,222364,35001986,1176484,10198,,64968,CA,6,208388,2002
129380,,242274,2407,731486,241326,35462712,1215086,9994,,63770,CA,6,205551,2003
115400,,245903,2392,728687,252604,35842038,1227194,9615,,61768,CA,6,189175,2004
114661,,250521,2503,692467,257543,36154147,1200531,9392,,63622,CA,6,190178,2005
111620,,247230,2486,669103,243655,36457549,1159988,9235,,71142,CA,6,194483,2006
109547,,237850,2262,654526,220134,36553215,1112510,9046,,70706,CA,6,191561,2007
104896,,237811,2142,650656,192529,36756666,1080996,8903,,69388,CA,6,185329,2008
186458,,353895,3531,902456,280479,31589000,1536830,10554,,104611,CA,6,305154,1995
99349,7380.0,197404,1861,656517,170993,38993940,1024914,9341,12811.0,52862,CA,6,166883,2015
93129,,496310,2952,847148,167563,22696000,1511021,12239,,75767,CA,6,184087,1979
102766,,545138,3411,913070,174834,23532680,1633042,13693,,90420,CA,6,210290,1980
97995,,540806,3143,921939,162557,24159000,1625302,13566,,93781,CA,6,208485,1981
94133,,499466,2779,935831,164530,24724000,1599827,12529,,91988,CA,6,201429,1982
93933,,460460,2639,867123,158904,25174000,1486487,12093,,85826,CA,6,194491,1983
97246,,443094,2717,857328,161309,25622000,1461731,11702,,83924,CA,6,195589,1984
101185,,448506,2770,890967,177237,26365000,1516710,11421,,86387,CA,6,201763,1985
140701,,457698,3038,913004,205597,26981000,1576299,12119,,92512,CA,6,248370,1986
155569,,419969,2924,896335,229624,27663000,1545928,12109,,83341,CA,6,253943,1987
161055,,407631,2936,933636,265913,28168000,1607180,11780,,86141,CA,6,261912,1988
172581,,410468,3158,972603,298445,29063000,1681516,11966,,96431,CA,6,284136,1989
182602,,400392,3553,951580,302214,29760021,1654186,12688,,112208,CA,6,311051,1990
189428,,424656,3859,986120,315615,30380000,1726391,12896,,124939,CA,6,331122,1991
198045,,427491,3921,968534,320112,30867000,1716137,12761,,130897,CA,6,345624,1992
194083,,414182,4096,945407,319295,31211000,1678884,11766,,126436,CA,6,336381,1993
191548,,384257,3703,929640,308205,31431000,1622102,10984,,112160,CA,6,318395,1994
11681,940.0,23825,189,108680,19641,5530105,152146,3555,3635.0,3525,CO,7,19030,2016
9763,,34436,180,130576,15206,3823000,180218,1765,,3755,CO,7,15463,1996
9063,,30994,157,119801,16107,3893000,166902,1677,,3242,CO,7,14139,1997
9704,,31231,183,115871,16087,3971000,163189,1883,,3238,CO,7,15008,1998
8891,,26979,185,109228,14795,4056133,151002,1679,,3056,CO,7,13811,1999
9425,,27133,134,112843,16961,4301261,156937,1774,,3034,CO,7,14367,2000
12721,1054.0,22813,221,106809,21861,5607154,151483,0,3858.0,3838,CO,7,20638,2017
9849,,28533,158,121360,20994,4430989,170887,1930,,3555,CO,7,15492,2001
10058,,31678,179,125193,23183,4501051,180054,2066,,3579,CO,7,15882,2002
9921,,32394,185,124496,22816,4547633,179706,1913,,3738,CO,7,15757,2003
11236,,33010,201,123308,24004,4601821,180322,1945,,3739,CO,7,17121,2004
12351,,34746,173,127602,26101,4663295,188449,2026,,3948,CO,7,18498,2005
12641,,32411,171,110372,20656,4753377,163439,2158,,3824,CO,7,18794,2006
11410,,28633,155,100519,16656,4861515,145808,2075,,3461,CO,7,17101,2007
11760,,28054,165,97937,13349,4939456,139340,2151,,3404,CO,7,17480,2008
11223,,26637,159,95079,12480,5024748,134196,2269,,3371,CO,7,17022,2009
10816,1020.0,26196,129,97534,11271,5047692,135001,2230,,3164,CO,7,16339,2010
10346,1061.0,25725,155,96054,11002,5116302,132781,2285,,3299,CO,7,16085,2011
10285,928.0,26163,152,101091,12101,5189458,139355,2122,,3392,CO,7,15951,2012
9826,852.0,25075,174,102375,12524,5272086,139974,2198,2963.0,3136,CO,7,16099,2013
11194,,35001,216,136184,14520,3747000,185705,1480,,3604,CO,7,16494,1995
10532,872.0,23490,173,104532,16022,5448819,144044,2422,3328.0,3315,CO,7,17348,2015
10211,946.0,23502,150,99688,12599,5355588,135789,2236,3089.0,3037,CO,7,16487,2014
8486,,49741,161,117898,13345,2772000,180984,1472,,4353,CO,7,14472,1979
8899,,58455,198,124514,12903,2878407,195872,1510,,4608,CO,7,15215,1980
9438,,60197,239,129658,12264,2963000,202119,1352,,4726,CO,7,15755,1981
9229,,53260,182,134873,12097,3045000,200230,1356,,4587,CO,7,15354,1982
9469,,48101,202,133271,11698,3139000,193070,1316,,3968,CO,7,14955,1983
9503,,49619,184,128859,12626,3178000,191104,1238,,3623,CO,7,14548,1984
9697,,56480,189,137868,13988,3231000,208336,1321,,4012,CO,7,15219,1985
10762,,58531,230,138219,15876,3267000,212626,1382,,4731,CO,7,17105,1986
9958,,50580,191,132266,14379,3296000,197225,1344,,3916,CO,7,15409,1987
10842,,45503,187,128331,13885,3290000,187719,1269,,3250,CO,7,15548,1988
11304,,41475,146,128195,15022,3317000,184692,1202,,2984,CO,7,15636,1989
12684,,39822,138,128172,14112,3294394,182106,1521,,2985,CO,7,17328,1990
13472,,39117,199,132717,14401,3377000,186235,1588,,3628,CO,7,18887,1991
14049,,37853,216,131169,17662,3470000,186684,1641,,4180,CO,7,20086,1992
14230,,36011,206,124787,16058,3566000,176856,1633,,4160,CO,7,20229,1993
12944,,33843,199,127600,14365,3656000,175808,1579,,3910,CO,7,18632,1994
4588,415.0,10107,79,47642,7126,3587685,64875,763,791.0,2711,CT,8,8169,2016
4428,342.0,8890,102,47310,7309,3588184,63509,0,837.0,2813,CT,8,8180,2017
7025,,27574,158,81328,16022,3274000,124924,755,,5552,CT,8,13490,1996
6918,,24143,124,78821,14541,3270000,117505,740,,4999,CT,8,12781,1997
6751,,21801,135,77472,12705,3274000,111978,728,,4379,CT,8,11993,1998
6527,,19298,107,69299,11297,3282031,99894,654,,4054,CT,8,11342,1999
6450,,17436,98,68498,13099,3405565,99033,678,,3832,CT,8,11058,2000
6565,,17159,105,65762,12378,3434602,95299,639,,4183,CT,8,11492,2001
5914,,17111,84,64735,11580,3458587,93426,740,,4069,CT,8,10807,2002
6023,,16043,112,65568,11370,3486960,92981,698,,4212,CT,8,11045,2003
5070,,15959,100,66770,11213,3498966,93942,755,,4188,CT,8,10113,2004
4792,,15245,105,64416,10609,3500701,90270,712,,3933,CT,8,9542,2005
5212,,15583,137,64765,10290,3504809,90638,696,,4460,CT,8,10505,2006
5441,,15640,113,60937,9951,3502309,86528,690,,4303,CT,8,10547,2007
5882,,15107,132,63212,8891,3501252,87210,680,,4043,CT,8,10737,2008
5824,,15172,106,59992,7461,3518288,82625,657,,4001,CT,8,10588,2009
5802,430.0,15145,133,56413,6701,3575498,78259,595,,3553,CT,8,10083,2010
5382,393.0,15468,129,55067,6670,3586717,77205,689,,3689,CT,8,9889,2011
5424,394.0,14787,117,55904,6478,3591765,77169,933,,3709,CT,8,10183,2012
7022,,29095,150,87401,17692,3275000,134188,776,,5345,CT,8,13293,1995
4099,286.0,10286,116,48898,6426,3584730,65610,585,798.0,2925,CT,8,7938,2015
4906,278.0,12934,91,52099,6241,3599341,71274,647,891.0,3551,CT,8,9439,2013
4520,306.0,12017,89,51195,6114,3594762,69326,579,794.0,3172,CT,8,8575,2014
5998,,48229,131,96997,21905,3115000,167131,752,,6021,CT,8,12902,1979
5203,,52638,146,95631,21014,3095224,169283,670,,6749,CT,8,12768,1980
5469,,52990,168,96927,18873,3132000,168790,687,,7709,CT,8,14033,1981
5167,,44481,164,96640,17411,3153000,158532,692,,6574,CT,8,12597,1982
4715,,39988,129,89421,15028,3138000,144437,627,,6296,CT,8,11767,1983
5532,,35607,122,84630,13336,3154000,133573,759,,6009,CT,8,12422,1984
5843,,36041,120,86524,14007,3174000,136572,763,,6032,CT,8,12758,1985
6541,,38190,148,87963,14258,3189000,140411,760,,6129,CT,8,13578,1986
6779,,39120,156,90852,16986,3211000,146958,800,,5720,CT,8,13455,1987
7656,,39477,174,91079,19899,3241000,150455,849,,6080,CT,8,14759,1988
8538,,40035,190,91483,22601,3239000,154119,892,,6956,CT,8,16576,1989
9400,,40355,166,94485,24027,3287116,158867,918,,7717,CT,8,18201,1990
9230,,39198,187,93384,26188,3291000,158770,960,,7384,CT,8,17761,1991
8284,,36372,166,89463,23700,3281000,149535,884,,6918,CT,8,16252,1992
7496,,32052,206,85876,19515,3277000,137443,800,,6447,CT,8,14949,1993
7745,,29142,215,84721,20167,3275000,134030,806,,6150,CT,8,14916,1994
3131,181.0,5028,58,19812,1530,952698,26370,308,311.0,1359,DE,11,4859,2016
2891,140.0,3970,54,18138,1369,961939,23477,0,334.0,1082,DE,11,4361,2017
3056,,5830,31,21665,3148,725000,30643,454,,1304,DE,11,4845,1996
3520,,6421,22,25904,4253,732000,36578,428,,1783,DE,11,5753,1997
3707,,6395,21,24649,3186,744000,34230,499,,1445,DE,11,5672,1998
3489,,5245,24,22634,3043,753538,30922,529,,1492,DE,11,5534,1999
3520,,5216,25,21360,3151,783600,29727,424,,1394,DE,11,5363,2000
3269,,5144,23,19476,2779,796599,27399,420,,1156,DE,11,4868,2001
3298,,5355,26,18555,3057,805945,26967,358,,1154,DE,11,4836,2002
3693,,6066,21,18933,2944,818166,27943,370,,1441,DE,11,5525,2003
3377,,5669,28,19285,2302,830069,27256,357,,1343,DE,11,5105,2004
3612,,5811,37,18085,2349,841741,26245,377,,1306,DE,11,5332,2005
3733,,6337,42,20449,2884,853476,29670,417,,1791,DE,11,5983,2006
3957,,6420,39,20454,2342,864764,29216,341,,1763,DE,11,6100,2007
3912,,6783,57,22045,2557,873092,31385,371,,1847,DE,11,6187,2008
3597,,6943,41,20836,1906,885122,29685,395,,1680,DE,11,5713,2009
3392,301.0,7550,51,21593,1935,899792,31078,326,,1839,DE,11,5608,2010
3231,292.0,7617,48,22001,1545,908137,31163,307,,1558,DE,11,5144,2011
3245,226.0,7389,56,21880,1438,917053,30707,249,,1498,DE,11,5048,2012
2960,172.0,6299,41,21347,1355,925240,29001,278,399.0,1233,DE,11,4633,2013
2857,214.0,5765,50,20885,1265,935968,27915,274,390.0,1271,DE,11,4568,2014
3173,,6491,25,22329,2970,717000,31790,575,,1425,DE,11,5198,1995
3097,161.0,4797,62,19555,1193,944076,25545,257,361.0,1240,DE,11,4760,2015
2179,,8890,33,23081,2882,582000,34853,162,,753,DE,11,3127,1979
1824,,9698,41,25077,2707,594779,37482,144,,815,DE,11,2824,1980
1990,,9627,40,24759,2572,598000,36958,170,,844,DE,11,3044,1981
2415,,8698,32,23891,2478,602000,35067,186,,737,DE,11,3370,1982
1793,,7414,25,20908,2056,606000,30378,229,,699,DE,11,2746,1983
1635,,6678,25,19747,1596,613000,28021,300,,711,DE,11,2671,1984
1596,,6826,30,19638,1700,622000,28164,296,,773,DE,11,2695,1985
1526,,6598,31,19562,1721,633000,27881,360,,786,DE,11,2703,1986
1511,,6572,33,20453,2007,644000,29032,441,,789,DE,11,2774,1987
1672,,6868,34,19824,2001,660000,28693,491,,784,DE,11,2981,1988
2208,,6072,34,20294,2632,673000,28998,569,,934,DE,11,3745,1989
2647,,6465,33,21922,2957,666168,31344,587,,1098,DE,11,4365,1990
2772,,7668,37,24836,2551,680000,35055,588,,1460,DE,11,4857,1991
2615,,6598,32,20419,2109,689000,29126,591,,1042,DE,11,4280,1992
2920,,6244,35,20853,2207,700000,29304,539,,1307,DE,11,4801,1993
2829,,6198,33,20828,2945,706000,29971,546,,1141,DE,11,4549,1994
59816,1470.0,100325,1111,410352,43135,20656589,553812,7598,7598.0,20175,FL,12,88700,2016
58031,792.0,88853,1057,395453,42914,20984400,527220,0,7940.0,18597,FL,12,85625,2017
86199,,166332,946,482484,78325,17385430,727141,6612,,29997,FL,12,123754,2004
101122,,219056,1077,605448,103769,14400000,928273,7508,,41643,FL,12,151350,1996
100926,,213926,1012,594492,107195,14654000,915613,7599,,40459,FL,12,149996,1997
95447,,203105,967,579752,104250,14916000,887107,7404,,36198,FL,12,140016,1998
89226,,181378,859,534105,93191,15111244,808674,6990,,31969,FL,12,129044,1999
90008,,172898,903,518298,89181,15982378,780377,7057,,31809,FL,12,129777,2000
90331,,176052,874,516548,89917,16373330,782517,6641,,32867,FL,12,130713,2001
88476,,177242,911,511478,88516,16691701,777236,6753,,32581,FL,12,128721,2002
85106,,170644,924,505489,81563,16999181,757696,6727,,31523,FL,12,124280,2003
88341,,164783,883,472912,75303,17768191,712998,6592,,30141,FL,12,125957,2005
87851,,170873,1129,473774,76454,18089888,721101,6475,,34147,FL,12,129602,2006
86372,,181836,1202,490783,73630,18251243,746249,6149,,38155,FL,12,131878,2007
82848,,188472,1168,506902,63515,18328340,758889,5972,,36268,FL,12,126256,2008
76112,,181884,1017,479867,50259,18537969,712010,5501,,30911,FL,12,113541,2009
69523,1910.0,169119,987,458454,41462,18838613,669035,5373,,26086,FL,12,101969,2010
66319,1787.0,170171,984,461408,39621,19082262,671200,5273,,25622,FL,12,98198,2011
63929,1747.0,153563,1009,442095,37330,19320749,632988,5260,,23889,FL,12,94087,2012
61054,1673.0,138915,972,433344,34911,19600311,607170,4765,6767.0,23200,FL,12,91993,2013
61610,1528.0,121379,982,426197,36198,19905569,583774,5038,7132.0,21621,FL,12,91345,2014
101302,,215657,1037,612311,111320,14166000,939288,6887,,42485,FL,12,151711,1995
63895,1502.0,109268,1041,420341,40661,20244914,570270,5396,7552.0,21137,FL,12,93625,2015
46124,,190884,1084,378099,38298,8860000,607281,4576,,22097,FL,12,73881,1979
53254,,239825,1387,424223,45682,9567112,709730,5439,,34015,FL,12,94095,1980
55407,,241536,1522,431222,45712,10166000,718470,5707,,35473,FL,12,98109,1981
55413,,211932,1409,427462,44772,10416000,684166,5587,,31002,FL,12,93411,1982
53797,,191902,1199,400796,43236,10680000,635934,5170,,28126,FL,12,88292,1983
58125,,198446,1264,408153,46830,10976000,653429,5570,,30311,FL,12,95270,1984
